,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU,Mean correctness,Mean readability,Mean hallucination
10,RU,Phi4,,0.8,Airport,Схипхол имеет cityServed Амстердам. Схипхол имеет runwayName 09/27 Buitenveldertbaan. Схипхол имеет runwayLength 2014.0. Схипхол имеет elevationAboveTheSeaLevel -3.3528. ,"['Обслуживающий город Амстердам Схипхол находится на 3,3528 м ниже уровня моря. Он имеет взлетно-посадочную полосу с названием 09/27 Buitenveldertbaan и взлетно-посадочную полосу длиной 2014,0 м.', 'Аэропорт Схипхол обслуживает город Амстердам и находится на 3,3528 ниже уровня моря. Название взлетно-посадочной полосы - 09/27 Buitenveldertbaan, и она имеет длину - 2014,0.']",Схипхол обслуживает Амстердам. Аэропорт Схипхол имеет взлетно-посадочную полосу по номеру 09/27 Buitenveldertbaan. Длина взлетно-посадочной полосы составляет 2 014.0 метров. Высота аэропорта Схипхол над уровнем моря составляет -3.3528 метра.,Id817,0.8310579657554626,0.4789180010557174,0.6008744290283017,,10.0,7.5,0.0
11,RU,Phi4,,0.8,Building,Общественные бани Ашера Леви имеет location 23-я улица. Общественные бани Ашера Леви имеет yearOfConstruction 1904 год. ,"['Общественные бани Ашера Леви находятся на 23-й улице, на Манхэттене, и были построены в 1904 году.', 'Общественные бани Ашера Леви, которые были построены в 1904 году, расположены на 23-й улице на Манхэттене.', 'Общественные бани Ашера Леви, построенные в 1904 году, расположены на 23-й улице (Манхэттен).']",Общественные бани Ашера Леви находятся по адресу 23-я улица. Это здание было построено в 1904 году.,Id293,0.8481549819310507,0.5032815039157867,0.7148569342495192,,8.0,9.5,1.0
12,RU,Phi4,,0.8,Astronaut,"Олдрин, Базз имеет birthPlace Глен-Ридж. Олдрин, Базз имеет mission Аполлон-11. Олдрин, Базз имеет almaMater Massachusetts Institute of Technology, Sc.D. 1963. Олдрин, Базз имеет status Retired. ","['Базз Олдрин родился в городе Глен-Ридж, штат Нью-Джерси, участвовал в миссии ""Аполлона-11"". В 1963 году окончил Массачусетский технологический институт со степенью доктора технических наук. Сейчас в отставке.', 'Базз Олдрин родился в городе Глен-Ридж, штат Нью-Джерси. Он получил степень доктора технических наук в 1963 году в Массачусетском технологическом институте. Он был членом экипажа ""Аполлон-11"" и вышел на пенсию.', 'Базз Олдрин, ныне вышедший на пенсию, родился в Глен-Ридже, штат Нью-Джерси, и окончил Массачусетский технологический институт со степенью доктор технических наук в 1963 году. Он был членом экипажа ""Аполлон-11"".']","Олдрин, Базз родился в Глен-Ридж. Его миссия - Аполлон-11. Он получил степень Sc.D. в Массачусетском технологическом институте в 1963 году. Олдрин, Базз сейчас находится на пенсии.",Id320,0.8309593995412191,0.4291618764400482,0.6560069884323556,,8.5,7.5,0.0
13,RU,Phi4,,0.8,Building,3Arena имеет location Дублин. 3Arena имеет architect Populous (компания). ,"['3Arena, созданная архитектором компании Populous, расположена в Дублине.', 'Амфитеатр 3Arena, спроектированный компанией Populous, расположен в Дублине.', 'Амфитеатр 3Arena расположен в Дублине и был построен компанией Populous.']","3Arena находится в Дублине, и его разработала компания Populous.",Id389,0.7506054838498434,0.3644752999146779,0.506462222495553,,8.5,7.5,0.0
14,RU,Phi4,,0.8,SportsTeam,Губбио (футбольный клуб) имеет numberOfMembers 5300. Губбио (футбольный клуб) имеет ground Губбио. ,"['ФК Губбио имеет 5300 членов и имеет домашнюю площадку в Губбио.', 'Спортивная ассоциация Губбио 1910, который имеет свою домашнюю площадку в Губбио, насчитывает 5300 членов.', 'ФК ""Губбио"" насчитывает 5300 членов, а также располагает домашней площадкой в Губбио.']",Губбио (футбольный клуб) имеет 5300 членов. Губбио (футбольный клуб) также имеет стадион под названием Губбио.,Id37,0.7311064998308817,0.3307418525218963,0.4669196573234317,,8.5,7.5,0.0
15,RU,Phi4,,0.8,Food,сэндвич с беконом имеет dishVariation сендвич БиЭлТи / BLT / БСТ. сэндвич с беконом имеет ingredient Хлеб. ,"['Сэндвич с беконом может быть преобразован в Сэндвич БиЭлТи, который имеет широко распространённый ингредиент, известный как хлеб.', 'Один из ингредиентов сэндвича с беконом - хлеб, а одна из разновидностей - сендвич БиЭлТи.', 'Сэндвич с беконом, сделанный из хлеба, - это вариация сендвича БиЭлТи.']",Сэндвич с беконом имеет dishVariation сендвич БиЭлТи / BLT / БСТ. сэндвич с беконом имеет ingrediente Хлеб.,Id15,0.7599931359291077,0.295534352461497,0.4491377549233638,,9.5,2.5,1.0
16,RU,Phi4,,0.8,SportsTeam,Ливорно (футбольный клуб) имеет ground Ливорно. Ливорно (футбольный клуб) имеет league Чемпионат Италии по футболу (Серия B). ,"['Домашняя площадка ФК ""Ливорно"" находится в Ливорно, а клуб играет в чемпионате Италии по футболу.', 'ФК ""Ливорно"" играет в Чемпионате Италии по футболу, а их площадки расположены в Ливорно.', 'ФК Ливорно из Чемпионата Италии по футболу играет в Ливорно.']",Ливорно (футбольный клуб) играет на стадионе Ливорно. Они участвуют в Чемпионате Италии по футболу (Серия B).,Id798,0.8088011741638184,0.4869748651981354,0.5770598053208214,,10.0,8.5,2.0
17,RU,Phi4,,0.8,Building,Лимерик (графство) имеет isPartOf Манстер. ,"['Лимерик является частью Манстера.', 'Лимерик - часть Манстера.']",Лимерик (графство) является частью Манстера.,Id989,0.8637019395828247,0.6799075901508331,0.7223492584234198,,10.0,10.0,1.5
18,RU,Phi4,,0.8,Airport,Аэропорт округа Эндрюс имеет location Техас. Техас имеет language Испанский язык. Техас имеет demonym техасский/техасец. Техас имеет country Соединённые Штаты Америки. ,"['Аэропорт округа Эндрюс находится в Техасе, США, где народ известен как техасцы и разговорный язык - испанский.', 'Техасцы - население штата Техас в США, где говорят на испанском и где расположен Аэропорт округа Эндрюс.', 'Аэропорт округа Эндрюс находится в штате Техас, США. Народ штата Техас называется техасцами и здесь разговорный язык - испанский.']","Аэропорт округа Эндрюс находится в Техасе, где говорят на испанском языке, а местные жители называются техасцами, а страна — Соединённые Штаты Америки.",Id225,0.8251246412595113,0.4850809176762898,0.6518070193883736,,10.0,7.5,0.0
19,RU,Phi4,,0.8,Building,Отель Белла Скай имеет numberOfRooms 814. ,"['Отель ""Белла Скай"" в Копенгагене имеет 814 номеров.', 'Количество номеров в отеле Белла Скай, Копенгаген, - 814.']",Отель Белла Скай имеет 814 номеров.,Id982,0.8237368762493134,0.4402920454740524,0.5880705224827026,,8.0,9.5,0.0
20,RU,Phi4,,1.4,Astronaut,"Олдрин, Базз имеет birthPlace Глен-Ридж. Олдрин, Базз имеет mission Аполлон-11. Олдрин, Базз имеет status Retired. Олдрин, Базз имеет birthDate 1930-01-20. Олдрин, Базз имеет selectedByNasa 1963 год. Олдрин, Базз имеет almaMater Massachusetts Institute of Technology, Sc.D. 1963. Аполлон-11 имеет operator НАСА. ","['Базз Олдрин, ныне вышедший на пенсию, родился в Глен-Ридже, штат Нью-Джерси, 20 января 1930 года. Он окончил Массачусетский технологический институт в 1963 году со степенью доктора технических наук и в 1963 году был отобран НАСА в состав экипажа ""Аполлона-11"".', 'Базз Олдрин, ныне вышедший на пенсию, родился в Глен-Ридже, штат Нью-Джерси 20 января 1930 года. Он окончил MIT в 1963 году с Sc. D. и в 1963 году был выбран НАСА в состав экипажа ""Аполлона-11"".']",Базз Олдрин родился 20 января 1930 года в Глен-Ридже и уехал из МИТа (Рэдкліфф). Он был выбран НАСА в 1963 году как член миссии Аполлон-11. После завершения своей карьеры в НАСА Базз Олдрин ушел на покой. Миссия Аполлон-11 была операцией организации НАСА.,Id822,0.7709394693374634,0.3727161288261413,0.4483679439409087,,7.0,5.5,2.0
21,RU,Phi4,,1.4,Building,"Алан Би Миллер Холл имеет location Виргиния. Алан Би Миллер Холл имеет owner Колледж Вильгельма и Марии. Колледж Вильгельма и Марии имеет chancellor Гейтс, Роберт. ","['Роберт Гейтс - ректор колледжа Вильгельма и Марии, которому принадлежит Алан Би Миллер Холл, находящийся в Виргинии.', 'Алан Би Миллер Холл, расположенный в Виргинии, принадлежит колледжу Вильгельма и Марии, ректор которого - Роберт Гейтс.']","Алан Би Миллер Холог (Hall) находится в Виргинии. Полное название владельца - Колледж Вильгельма и Марии. У Колледжа Вильгельма и Марии епископом Гейтс, Роберт.",Id828,0.8200846910476685,0.4781009554862976,0.4963375435834747,,8.0,4.5,2.5
22,RU,Phi4,,1.4,Astronaut,"Шепард, Алан имеет almaMater NWC, M.A. 1957. Шепард, Алан имеет deathPlace Калифорния. Шепард, Алан имеет birthPlace Нью-Гэмпшир. Шепард, Алан имеет selectedByNasa 1959 год. Шепард, Алан имеет nationality Соединённые Штаты Америки. Шепард, Алан имеет birthDate 1923-11-18. ","['Алан Шепард был американцем, который отправился на учебу в NWC и получил степень магистра гуманитарных наук в 1957 году. Он был выбран НАСА в 1959 году. Он родился в Нью-Гэмпшире 18 ноября 1923 года и умер в Калифорнии.', 'Алан Шепард был американцем, который учился в колледже NWC и окончил его в 1957 году со степенью магистра гуманитарных наук. Он был выбран в НАСА в 1959 году. Он родился в Нью-Гэмпшире 18 ноября 1923 года и умер в Калифорнии.']","Алан Шепард, выпускник университета Нортвуд (NWCU), получил степень M.A. в 1957 году. Алан Шепард скончался в Калифорнии. Он родился в Нью-Гэмпшире. NASA выбрала его в 1959 году. Его национальность - гражданин Соединенных Штатов Америки. Алан Шепард родился 18 ноября 1923 года.",Id462,0.7953145205974579,0.4947807341814041,0.5445601603156062,,10.0,6.5,1.0
23,RU,Phi4,,1.4,Monument,"Азербайджан имеет leader Расизаде, Артур Таир оглы. Мемориал памяти турецких солдат/ воинов/ мучеников в Баку имеет dedicatedTo Ottoman Army soldiers killed in the Battle of Baku. Мемориал памяти турецких солдат/ воинов/ мучеников в Баку имеет location Азербайджан. ","['Мемориал памяти турецких мучеников в Баку, посвященный солдатам Османской армии, погибшим в битве за Баку, находится в Азербайджане. В настоящее время Артур Таир оглы Расизаде является лидером страны.']","Азербайджан занимает лидерства Расизаде Артур Таир оглы. В Баку установлено здание в память о турецких солдатах, погибшем в ходе боя за Баку. Здание в Баку вносит вклад в память о турецких воине. На месте в Башаке памятный комплекс посвящен погибшим в бою в ходе освобождения города турецкому флоту. Мемориал памяти в Баку посвящен павшим во время Османской гвардии со Шефлика в ходе боя за Баку. Памятный и символический элемент, установленный в Баку в знак памяти о погибших турецких сил за освобождение города от османских войск, увековечивает память павших 1919 года во время боя за освобождение территории шефлина. Празднование на территории памятного ансамбля посвящено военной службе погибшим 201",Id315,0.7942260503768921,0.3585308790206909,0.2059817337985929,,7.5,3.5,9.5
24,RU,Phi4,,1.4,CelestialBody,(109) Фелица имеет apoapsis 523329000.0 (kilometres). (109) Фелица имеет temperature 170.0 (kelvins). ,"['(109) Фелица с температурой 170 кельвинов имеет апоцентр 523329000,0 (километра).', 'Температура астероида под названием (109) Фелица составляет 170,0 кельвина, его апоцентр 523329000,0 километра.', 'Температура астероида под названием (109) Фелица составляет 170,0 кельвина, его апоцентр 523329000 километров.']",Фелица имеет apoapsis равные 523329000.0 километрам. Фелица имеет температура 170.0 кельвинов. ,Id666,0.7710739771525065,0.3381004830201466,0.6053974153765664,,9.0,6.5,0.0
25,RU,Phi4,,1.4,CelestialBody,(410777) 2009 FD имеет periapsis 88234300000.0. (410777) 2009 FD имеет discoverer Spacewatch. ,"['(410777) 2009 FD, который был обнаружен Spacewatch, имеет перицентр 88234300000,0.']",(410777) 2009 FD имеет periapsis 82.3433 миллиарда метров (или 0.559 Ю.м.). Этот объект был entdeckt telescope Spacewatch.,Id335,0.6795713305473328,0.3575627207756042,0.3300068772713381,,7.5,3.0,2.0
26,RU,Phi4,,1.4,Astronaut,Калифорния имеет gemstone Бенитоит. ,"['Драгоценным камнем Калифорнии является бенитоит.', 'В Калифорнии есть драгоценный камень бенитоит.', 'Бенитоит - это драгоценный камень из Калифорнии.', 'Бенитоит - это драгоценный камень, найденный в Калифорнии.']",Южная Калифорния располагает известным запасом геодезита. ,Id201,0.7251633703708649,0.2119997069239616,0.3209168697731788,,2.5,3.5,5.0
27,RU,Phi4,,1.4,Building,Диагонал-стрит 11 имеет location Южно-Африканская Республика. Южно-Африканская Республика имеет ethnicGroup азиатские южноафриканцы. Южно-Африканская Республика имеет capital Кейптаун. Южно-Африканская Республика имеет ethnicGroup Белые в Южно-Африканской Республике. ,"['В столице Южно-Африканской Республики Кейптауне расположено Диагонал-стрит 11 и проживают этнические группы азиатских южноафриканцев и белых в Южно-Африканской Республике.', 'Диагонал-стрит 11 расположена в Южно-Африканской Республике, в которой Кейптаун - столица. Двумя этническими группами в Южно-Африканской Республике являются азиатские южноафриканцы и Белые в Южно-Африканской Республике.', 'Здание Диагонал-стрит 11 расположено в Южно-Африканской Республике, где столица - Кейптаун. Белые в Южно-Африканской Республике и азиатские южноафриканцы являются этническими группами в Южно-Африканской Республике.']",Директрекс-стрит 11 находится в Южной Африке. В этом регионе проживают азиатские южноафриканцы и белый расовый скот и норфолканцы. Превосходная столица Южной Африки – Кейптаун.,Id582,0.793009340763092,0.3207405110200246,0.6110765316883738,,6.5,3.5,3.5
28,RU,Phi4,,1.4,Airport,Аэропорт округа Эндрюс имеет location Техас. Аэропорт округа Эндрюс имеет runwayLength 929.0. Аэропорт округа Эндрюс имеет cityServed Андрус (Техас). Аэропорт округа Эндрюс имеет elevationAboveTheSeaLevel 973.0. ,"['Аэропорт округа Эндрюс в Техасе обслуживает город Эндрюс. Он находится на высоте 973 метра над уровнем моря и имеет длину взлетно-посадочной полосы - 929.', 'Аэропорт округа Эндрюс, обслуживающий город Андрус в Техасе, имеет взлетно-посадочную полосу длиной 929,0 и находится на высоте 973 метра над уровнем моря.']",Аэропорт округа Эндрюс расположен в Техасе. В этой базе в наличии одна взлетно-посадочная полоса длиной 929.0 метров. Аэропорт обслуживает район Андрус (Техас). Расположение аэропорта над уровнем моря составляет примерно 973.0 метров.,Id94,0.8296557366847992,0.465593010187149,0.4892332502947344,,9.5,8.5,1.0
29,RU,Phi4,,1.4,Airport,Алькобендас имеет isPartOf Мадрид (автономное сообщество). Барахас имеет location Алькобендас. ,"['Аэропорт Барахас расположен в городе Алькобендас, являющемся частью Мадрида.', 'Аэропорт Барахас находится в городе Алькобендас, входящем в состав общины Мадрида.']",Алькобендас находится в Мадриде (автономное сообщество). Барахас расположен в Алькобендасе.,Id286,0.7933089435100555,0.4148394018411636,0.6293819732045766,,7.5,9.0,2.0
