,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU,Mean correctness,Mean readability,Mean hallucination
11,EN,Phi4,,0.8,WrittenWork,The Fellowship of the Ring has followedBy The Two Towers. ,"['The Fellowship of the Ring was followed by The Two Towers.', 'The Two Towers is the sequel to The Fellowship of the Ring.']",The Fellowship of the Ring follows The Two Towers.,Id1727,0.7916718423366547,0.7017576098442078,0.8016753530212627,,6.0,9.5,2.0
12,EN,Phi4,,0.8,MusicalWork,Mermaid (Train song) has musicalBand Train (band). Mermaid (Train song) has producer Espionage (production team). Mermaid (Train song) has followedBy Imagine (John Lennon song). Imagine (John Lennon song) has certification FIMI. ,"['The song Mermaid was written by the band Train And produced by the Espionage production team. The song was followed by the release of the band’s cover of Imagine by John Lennon. The original song Imagine by John Lennon earned the FIMI certification.', 'The song Mermaid, which was produced by the Espionage production team, belongs to the musical band Train. The song was followed by their cover of the John Lennon song Imagine and the original song Imagine by John Lennon is certified by FIMI.', 'The musical band Train song Mermaid, produced by the team Espionage was followed by ""Imagine"", a FIMI certified song by John Lennon.']","Mermaid (Train song) has a musical band called Train. Mermaid (Train song) was produced by Espionage. Mermaid (Train song) was followed by Imagine (John Lennon song), which received a FIMI certification.",Id1673,0.6903786460558573,0.444703330596288,0.571959041170877,,7.0,7.5,1.5
13,EN,Phi4,,0.8,University,University of Burgundy has numberOfStudents 27400. ,"['There are 27400 students at the University of Burgundy.', 'The number of students in the University of Burgundy is 27400.', 'The University of Burgundy has 27400 students.']","The University of Burgundy has 27,400 students.",Id304,0.8388107419013977,0.6751206318537394,0.9440602839389668,,10.0,10.0,0.0
14,EN,Phi4,,0.8,MusicalWork,Mermaid (Train song) has writer Amund Bjørklund. Mermaid (Train song) has writer Stargate (production team). Mermaid (Train song) has producer Espionage (production team). Mermaid (Train song) has album California 37 (Train album). Mermaid (Train song) has format Music download. ,"['“Mermaid” is a song by Train on their “California 37” album. The song was produced by the Espionage production team and Stargate. It was written by Amund Bjorklund and is available in digital format.', 'The Train song Mermaid belonging to the California 37 Train album was written by Amund Bjørklund and production team Stargate. It was produced by the production team Espionage and distributed in the digital format.', 'The song Mermaid written by Amund Bjorklund and Train , produced by Stargate is off the album California 37 by the band Train. It was distributed digitally by the production team Espionage.']",Mermaid (Train song) was written by Amund Bjørklund. It was produced by Stargate (production team). The song is part of the California 37 (Train album). The format available for Mermaid (Train song) is Music download.,Id1611,0.7336091995239258,0.5112543702125549,0.7220530874856379,,7.5,9.0,0.5
15,EN,Phi4,,0.8,CelestialBody,1147 Stavropolis has apoapsis 418476000000.0. 1147 Stavropolis has discovered 1929-06-11. ,"['Discovered on June 11, 1929, 1147 Stavropolis is an asteroid with an apoapsis of 418476000000.0.', '1147 Stavropolis is an asteroid with apoapsis of 418476000000.0 AU, discovered on 11 June 1929.', '1147 Stavropolis, discovered on June 11, 1929, has an apoapsis of 418476000000.0.']","1147 Stavropolis has an apoapsis of 418,476,000,000.0 and was discovered on 1929-06-11.",Id781,0.6915557185808817,0.5310490528742472,0.7640684882376235,,9.5,9.5,0.5
16,EN,Phi4,,0.8,City,Ciudad Ayala has leaderTitle Governator. ,"['Ciudad Ayala has a leader called the Governator.', 'In Ciudad Ayala the leader is called the governator.']",Ciudad Ayala's leader title is Governator.,Id1449,0.7496763169765472,0.466167077422142,0.6626649127919852,,10.0,10.0,0.0
17,EN,Phi4,,0.8,Athlete,FC Terek Grozny has ground Grozny. Aleksandr Prudnikov has currentclub FC Amkar Perm. Aleksandr Prudnikov has club FC Terek Grozny. FC Terek Grozny has manager Rashid Rakhimov. Aleksandr Prudnikov has youthclub FC Spartak Moscow. ,"[""Aleksandr Prudnikov plays for FC Terek Grozny (based at Grozny) and managed by Rashid Rakhimov.Aleksandr Prudnikov played for FC Spartak Moscow's youth team an his current club is FC Amkar Perm."", 'Aleksandr Prudnikov is in the FC Terek Grozny club (based in Grozny) and managed by Rashid Rakhimov. He is a member of the youth side of FC Spartak Moscow and also plays for FC Amkar Perm.', 'Aleksandr Prudnikov youth football club was FC Spartak Moscow and he also played for FC Terek Grozny located in Grozny and managed by Rashid Rakhimov. Aleksandr Prudnikov currently plays for FC Amkar Perm.']","FC Terek Grozny has ground Grozny. Aleksandr Prudnikov has the current club FC Amkar Perm. Aleksandr Prudnikov has played for FC Terek Grozny. FC Terek Grozny's manager is Rashid Rakhimov. Aleksandr Prudnikov has a youth club, FC Spartak Moscow.",Id1108,0.7897628347078959,0.5582807958126068,0.6549601872697103,,9.0,5.0,1.0
18,EN,Phi4,,0.8,MusicalWork,San Francisco has utcOffset &minus;7. ,"['San Francisco is in the timezone UTC-7.', 'The UTC offset at San Francisco is -7.', ""San Francisco's Coordinated Universal Time Offset is minus seven hours.""]",San Francisco has a UTC offset of -7.,Id689,0.7407781283060709,0.3921355009078979,0.7450974682598281,,10.0,9.5,0.0
19,EN,Phi4,,0.8,Scientist,"Brandon Carter has almaMater University of Cambridge. University of Cambridge has chancellor David Sainsbury, Baron Sainsbury of Turville. Brandon Carter has doctoralAdvisor Dennis William Sciama. Brandon Carter has birthDate 1942-01-01. ","['Brandon Carter (born in 1942 on January, 1) graduated from the University of Cambridge where David Sainsbury is the chancellor, who is also known as Baron Sainsbury of Turville. Dennis William Sciama was the advisor of Carter.', ""Brandon Carter was born on January 1, 1942 and graduated from the University of Cambridge where the current chancellor is David Sainsbury, Baron Sainsbury of Turville. Brandon's doctoral advisor was Dennis William Sciama."", 'Brandon Carter (b. Jan. 1, 1942) had Dennis William Sciama as his doctoral advisor at his alma mater the University of Cambridge, where David Sainsbury, also known as Baron Sainsbury of Turville, is the chancellor.']","Brandon Carter, born on January 1, 1942, studied at the University of Cambridge. At the University of Cambridge, the chancellor is David Sainsbury, Baron Sainsbury of Turville. Brandon Carter's doctoral advisor was Dennis William Sciama.",Id1686,0.8246557116508484,0.6681581934293112,0.8465673500043183,,10.0,10.0,0.0
20,EN,Phi4,,1.4,MusicalWork,Nord (Year of No Light album) has releaseDate 2006-09-06. ,"['The release date of Nord, Year of No Light Album, is 06-09-2006.', 'The Year of No Light album Nord was released on the date 2006-09-06.', 'The album Nord was released on September 6, 2006.']","Nord (Year of No Light) album was released on September 6, 2006.",Id1177,0.7108656366666158,0.5704371134440104,0.8981774794938793,,10.0,9.0,0.0
21,EN,Phi4,,1.4,Airport,Adolfo Suárez Madrid–Barajas Airport has operatingOrganisation ENAIRE. Adolfo Suárez Madrid–Barajas Airport has location Alcobendas. ENAIRE has city Madrid. Adolfo Suárez Madrid–Barajas Airport has runwayLength 3500.0. Alcobendas has country Spain. ,"[""Adolfo Suarez Madrid-Barajas Airport in Alcobendas, Spain, is operated by ENAIRE which is based in Madrid. The airport's runway length is 3500."", 'The Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE in Alcobendas in the city of Madrid, and Alcobendas is located in Spain. The runway length of Adolfo Suárez Madrid–Barajas Airport is 3,500.', 'ENAIRE in Madrid, is the operating organisation for Adolfo Suarez Madrid-Barajas airport which is in Alcobendas, Spain. The runway length at Adolfo Suarez Madrid-Barajas airport is 3500.']","Adolfo Suárez Madrid–Barajas Airport, with its runway length of 3500.0 meters, is located in Alcobendas, which is a city in Spain. This major Spanish airport is managed by ENAIRE, an operating organization in Spain, where the city of Madrid is located.",Id1212,0.735899806022644,0.5432511568069458,0.6982322785927741,,10.0,9.5,1.0
22,EN,Phi4,,1.4,Astronaut,Nie Haisheng has mission Shenzhou 10. Nie Haisheng has mission Shenzhou 6. Nie Haisheng has nationality Peoples Republic of China. ,"[""Nie Haisheng is from the People's Republic of China, and he was part of the mission Shenzhou 10, now took part in the Shenzhou 6 mission."", 'Chinese national Nie Haisheng participated in Shenzhou 6 and Shenzhou 10.', ""Nie Haisheng was part of Shenzhou 10 mission, took part in the Shenzhou 6 mission, and he is from the People's Republic of China.""]",Nie Haisheng has the Shenzhou 10 mission and the Shenzhou 6 mission. Nie Haisheng has nationality as Peoples Republic of China.,Id1110,0.7208263675371805,0.5156980454921722,0.7472355591511909,,10.0,6.0,0.0
23,EN,Phi4,,1.4,Athlete,Piotr Hallmann has height 175.26. ,"[""Piotr Hallmann's height is 175.26 cm."", 'Piotr Hallmann in 175.26 cm tall.', 'Piotr Hallmann is 175.26 cm tall.']",Piotr Hallmann's height is 175.26 cm.,Id1706,0.910711705684662,0.7352909048398336,1.0,,10.0,10.0,0.0
24,EN,Phi4,,1.4,CelestialBody,1147 Stavropolis has discoverer Grigory Neujmin. 1147 Stavropolis has apoapsis 418476000000.0. 1147 Stavropolis has discovered 1929-06-11. 1147 Stavropolis has rotationPeriod 20378.5. 1147 Stavropolis has periapsis 260855000000.0. ,"['Grigory Neujmin discovered 1147 Stavropolis on June 11, 1929. 1147 Stavropolis has an apoapsis of 418476000000.0, a periapsis of 260855000000.0 and a rotation period of 20378.5.', 'An asteroid 1147 Stavropolis was discovered on 11 June 1929 by Grigory Neujmin. It has the apoapsis of 418476000000.0 AU and the periapsis 260855000000.0 with a rotation period of 20378.5.', '1147 Stavropolis asteroid, discovered by Grigory Neujmin on the 11th of June 1929, has a rotation period of 20378.5. The periapsis of this asteroid is 260855000000 with an apoapsis of 418476000000.0.']","1147 Stavropolis was discovered in 1929 by Grigory Neujmin. The apoapsis of 1147 Stavropolis is 418,476,000,000.0 kilometers. Its discovery date is 1929-06-11. It takes 20,378.5 Earth hours to complete a rotation period. The periapsis distance of 1147 Stavropolis is 260,855,000,000.0 kilometers.",Id640,0.6998041868209839,0.4869626859823863,0.5448385097563203,,9.5,9.0,0.0
25,EN,Phi4,,1.4,Film,English Without Tears has releaseDate 1944-07-28. English Without Tears has writer Terence Rattigan. English Without Tears has runtime 89.0. English Without Tears has editing Alan Jaggs. English Without Tears has musicComposer Nicholas Brodszky. ,"['English Without Tears is an 89 minute movie written by Terence Rattigan and released on July 28th, 1944. Alan Jaggs was the editor while Nicholas Brodszky wrote the music for the film.', 'On 1994-07-28,English Without Tears a 89 minutes long was released which is written by Terence Rattigan,done by Alan Jaggs and composed by Nicholas Brodszky.', 'The film English Without Tears, written by Terence Rattigan, was released on 07-28-1944. Edited by Alan Jaggs, it has an 89 minute running time with music composed by Nicholas Brodszky..']","English Without Tears was originally released on July 28, 1944, with British screenwriter Terence Rattigan. The film has a runtime of 89.0 minutes. Directed by Alan Jaggs and featuring music composed by Nicholas Brodszky, this wartime cinematic story depicts poignant life and personal struggle against the backdrop of World War II.",Id160,0.691576619942983,0.5026209751764933,0.5137154810706713,,9.5,9.0,8.0
26,EN,Phi4,,1.4,MusicalWork,Bootleg Series Volume 1: The Quine Tapes has genre Rock music. Bootleg Series Volume 1: The Quine Tapes has precededBy Squeeze (The Velvet Underground album). Squeeze (The Velvet Underground album) has precededBy Andy Warhols Velvet Underground Featuring Nico. ,"[""The Quine Tapes are Rock music genre preceded by the album Squeeze, and Squeeze was preceded by the album Andy Warhol's Velvet Underground Featuring Nico."", ""Bootleg Series Volume 1: The Quine Tapes's genre is rock, and is preceded by the Velvet Underground album Squeeze, which was preceded by the compilation album Andy Warhol's Velvet Underground Featuring Nico."", ""The album Bootleg Series Volume 1: The Quine Tapes fits into the Rock music genre and was preceded by Squeeze by The Velvet Underground, which in turn was preceded by Andy Warhol's Velvet Underground Featuring Nico.""]","Bootleg Series Volume 1: The Quine Tapes genre includes Rock music and preceded ""Squeeze The Velvet Underground"" which itself preceded Andy Warhols Velvet Underground Featuring Nico.",Id18,0.7537050843238831,0.5952887137730917,0.7685856485123351,,6.5,8.5,2.0
27,EN,Phi4,,1.4,Film,"John Mills has deathPlace Denham, Buckinghamshire. ","['The deathplace of John Mills was in Denham, Buckinghamshire.', 'John Mills died in Denham, Buckinghamshire.']","John Mills has died in Denham, Buckinghamshire.",Id808,0.841691255569458,0.7756319940090179,0.9431611167187858,,10.0,10.0,0.0
28,EN,Phi4,,1.4,Astronaut,Nie Haisheng has mission Shenzhou 10. Nie Haisheng has mission Shenzhou 6. Nie Haisheng has birthPlace Zaoyang. Zaoyang has isPartOf Hubei. Zaoyang has isPartOf Xiangyang. ,"['Nie Haisheng was born in Zaoyang, Xiangyang, Hubei Province. He was a crew member on Shenzhou 6 and took part in the Shenzhou 10 mission.', 'Nie Haisheng was born in Zaoyang, Hubei province and is part of Xiangyang. He ook part in the Shenzhou 6 mission and was a part of Shenzhou 10 mission.', 'Nie Haisheng was born in Zaoyang, which is a part of Xiangyang and the Hubei province. Haisheng was apart of the Shenzhou 10 mission and also took part in the Shenzhou 6 mission.']","Nie Haisheng has the mission Shenzhou 10 and Shenzhou 6. He was born in Zaoyang, which is part of Hubei and Xiangyang.",Id589,0.7953019936879476,0.5270072420438131,0.7825323776245094,,10.0,8.5,0.0
29,EN,Phi4,,1.4,ComicsCharacter,BBC has city Broadcasting House. Bananaman has starring Bill Oddie. Bananaman has creator John Geering. Bananaman has broadcastedBy BBC. Bananaman has firstAired 1983-10-03. ,"['BBC broadcast Bananaman, a show created by John Geering and starring Bill Oddie. Broadcasting House is a location owned by the BBC, the channel that broadcasts this show which first aired on 10/03/83.', 'The show Bananaman, starring Bill Oddie, was first broadcast on 10/03/83 by the BBC, whose headquarters are Broadcasting House. The character Bananaman was created by John Geering.', 'Created by John Geering and first broadcast in 1983, Bananaman starred the actor Bill Oddie. It was broadcast by the London based Broadcasting House, known as the BBC.']",BBC Broadcasting House; Bananaman starring Bill Oddie is created by John Geering; Bananaman is broadcasted by BBC; Bananaman first aired on 1983-10-03.,Id106,0.7013580997784933,0.4625014464060465,0.7321101117312794,,10.0,8.5,0.0
