,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
10,EN,Llama3,4,,Athlete,Piotr Hallmann has birthDate 1987-08-25. ,"['Piotr Hallmann was born on August 25, 1987.', ""Piotr Hallmann's birthday is August 25th 1987."", 'Piotr Hallmann was born on the 25th of August 1987.']","Piotr Hallmann was born on August 25, 1987.",Id11,0.8641428351402283,0.7093100349108378,1.0,
11,EN,Llama3,4,,Scientist,Darlington has areaCode 01325. ,"['The Darlington town has an area code of 01325.', 'The telephone area code for Darlington is 01325.', 'The area code in Darlington is 01325.']",The town of Darlington has the area code 01325.,Id12,0.8209127187728882,0.5589731534322103,0.8610401761271788,
12,EN,Llama3,4,,Monument,"Adams County, Pennsylvania has hasToItsWest Franklin County, Pennsylvania. 11th Mississippi Infantry Monument has established 2000. 11th Mississippi Infantry Monument has location Adams County, Pennsylvania. 11th Mississippi Infantry Monument has municipality Gettysburg, Pennsylvania. 11th Mississippi Infantry Monument has category Contributing property. Adams County, Pennsylvania has hasToItsNorth Cumberland County, Pennsylvania. ","[""Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Pennsylvania's Cumberland County is to the north. A monument to the 11th Mississippi Infantry was erected in Adams County in the year 2000 in the municipality of Gettysburg and this monument is categorised as a contributing property."", 'The 11th Mississippi Infantry Monument, a Contributing property established in the year 2000 in Adams County, Pennsylvania falls in the municipality of Gettysburg, Pennsylvania. Adams County Pennsylvania is East of Franklin County, Pennsylvania and has Cumberland County, Pennsylvania to its north.']","Adams County, Pennsylvania is located to the west of Franklin County, Pennsylvania. The 11th Mississippi Infantry Monument was established in 2000. The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. The 11th Mississippi Infantry Monument is located in Gettysburg, Pennsylvania. The 11th Mississippi Infantry Monument is a contributing property. Adams County, Pennsylvania is located to the north of Cumberland County, Pennsylvania.",Id13,0.7293568253517151,0.6149658560752869,0.6310587937423997,
13,EN,Llama3,4,,Artist,Israel has officialLanguage Modern Hebrew. ,"['The official language of Israel is modern Hebrew.', 'Israel’s official language is Modern Hebrew.', 'Modern Hebrew is the official language of Israel.']",The official language of Israel is Modern Hebrew.,Id14,0.9312222798665365,0.8232424259185791,1.0,
14,EN,Llama3,4,,Airport,Adolfo Suárez Madrid–Barajas Airport has operatingOrganisation ENAIRE. Adolfo Suárez Madrid–Barajas Airport has location Alcobendas. Adolfo Suárez Madrid–Barajas Airport has elevationAboveTheSeaLevel 610.0. ,['ENAIRE is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level in Alcobendas.'],The operating organisation of Adolfo Suárez Madrid–Barajas Airport is ENAIRE. Adolfo Suárez Madrid–Barajas Airport is located in Alcobendas. The elevation of Adolfo Suárez Madrid–Barajas Airport above sea level is 610.0.,Id15,0.808209240436554,0.5260621905326843,0.5041467696233479,
15,EN,Llama3,4,,Company,GMA New Media has foundingDate 2000-01-01. GMA New Media has product Mobile Applications. ,"['GMA New Media, a company founded on 01-01-2000 are manufacturers of mobile applications.', 'GMA New Media, which was founded on January 1, 2000, is a company that offers products such as mobile applications.', 'GMA New Media makes mobile apps and was founded on 01/01/2000.']","GMA New Media was founded on January 1, 2000. It produces mobile applications.",Id16,0.7855889002482096,0.5427191456158956,0.8061437832115467,
16,EN,Llama3,4,,Company,Hypermarcas has location São Paulo. Brazil has areaTotal 8514837.14  (square kilometres). Hypermarcas has location Brazil. Hypermarcas has industry Pharmaceuticals. ,"['Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Brazil is 8514837.14 square kilometers in size.', 'Hypermarcas, a pharmaceutical company, is located in Sao Paulo within the 8514837.14 square kilometres that make up the country of Brazil.', 'Hypermarcas, a company in the pharmaceuticals industry, is located in Sao Paulo, Brazil, a country with a total area of 8514837.14 square kilometres.']","Here is the text corresponding to the triples:

Hypermarcas is located in São Paulo. Brazil covers an area of 8,514,837.14 square kilometres. Hypermarcas is based in Brazil. Hypermarcas operates in the pharmaceuticals industry.",Id17,0.6797844370206197,0.5051573117574056,0.5651535613784208,
17,EN,Llama3,4,,MusicalWork,Bootleg Series Volume 1: The Quine Tapes has genre Rock music. Bootleg Series Volume 1: The Quine Tapes has precededBy Squeeze (The Velvet Underground album). Squeeze (The Velvet Underground album) has precededBy Andy Warhols Velvet Underground Featuring Nico. ,"[""The Quine Tapes are Rock music genre preceded by the album Squeeze, and Squeeze was preceded by the album Andy Warhol's Velvet Underground Featuring Nico."", ""Bootleg Series Volume 1: The Quine Tapes's genre is rock, and is preceded by the Velvet Underground album Squeeze, which was preceded by the compilation album Andy Warhol's Velvet Underground Featuring Nico."", ""The album Bootleg Series Volume 1: The Quine Tapes fits into the Rock music genre and was preceded by Squeeze by The Velvet Underground, which in turn was preceded by Andy Warhol's Velvet Underground Featuring Nico.""]",The Bootleg Series Volume 1: The Quine Tapes is a rock music album. It was preceded by Squeeze. Squeeze was preceded by Andy Warhol's Velvet Underground Featuring Nico.,Id18,0.7839888135592142,0.639791468779246,0.9298636646181221,
18,EN,Llama3,4,,University,"Acharya Institute of Technology has campus In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.. Acharya Institute of Technology has director Dr. G. P. Prabhukumar. Acharya Institute of Technology has affiliation Visvesvaraya Technological University. Acharya Institute of Technology has country India. ","['Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology which is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090 in India and is affiliated with Visvesvaraya Technological University.', 'The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. Its director is Dr.G.P. Prabhukumar and it is affiliated to Visvesvaraya Technological University.', 'The campus of the Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India and it is affiliated with the Visvesvaraya Technological University. Its director is Dr.G.P.Prabhukumar.']","The campus of Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. Dr. G. P. Prabhukumar is the director of Acharya Institute of Technology. Acharya Institute of Technology is affiliated with Visvesvaraya Technological University. Acharya Institute of Technology is based in India.",Id19,0.8974907000859579,0.7837066849072775,0.7086354752191312,
19,EN,Llama3,4,,Politician,Abraham A. Ribicoff has deathPlace United States. Abraham A. Ribicoff has birthPlace United States. United States has ethnicGroup African Americans. ,"['Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.', 'Abraham A.Ribicoff died in the United States. It was also his birthplace. African Americans are an ethnic group in the U.S.A.', 'Abraham A Ribicoff was born and died in the United States where African Americans are an ethnic group.']",Abraham A. Ribicoff died in the United States. Abraham A. Ribicoff was born in the United States. The United States is home to African Americans.,Id20,0.7547880808512369,0.5756201148033142,0.6230256214712713,
20,EN,Llama3,4,,MusicalWork,"Bootleg Series Volume 1: The Quine Tapes has artist The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has producer The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has runtime 230.05. Bootleg Series Volume 1: The Quine Tapes has recordedIn United States. Bootleg Series Volume 1: The Quine Tapes has recordedIn St. Louis, Missouri. Bootleg Series Volume 1: The Quine Tapes has genre Rock music. Bootleg Series Volume 1: The Quine Tapes has recordLabel Polydor Records. ","['Music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes under the Polydor Records record label. The album was recorded in St. Louis, Missouri, USA and has a run time of 230:05.', 'Bootleg Series Volume 1: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in was St. Louis Missouri, United States. The Rock genre album was recorded through Polydor Records.', 'The Bootleg Series Volume I: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in St. Louis, Missouri, United States. The Rock music genre album was released by the record label Polydor Records.']","The Velvet Underground released Bootleg Series Volume 1: The Quine Tapes. The Velvet Underground produced Bootleg Series Volume 1: The Quine Tapes. Bootleg Series Volume 1: The Quine Tapes lasts 230.05 minutes. Bootleg Series Volume 1: The Quine Tapes was recorded in the United States. Bootleg Series Volume 1: The Quine Tapes was recorded in St. Louis, Missouri. Bootleg Series Volume 1: The Quine Tapes is rock music. Bootleg Series Volume 1: The Quine Tapes was released by Polydor Records.",Id21,0.7094863454500834,0.5436482429504395,0.43714057380973026,
21,EN,Llama3,4,,WrittenWork,The Fellowship of the Ring has publisher George Allen & Unwin. The Fellowship of the Ring has literaryGenre Fantasy (genre). ,"['The fellowship of the Ring belongs to the fantasy genre.George Allen & Unwin published it.', 'The Fellowship of the Ring was published in the Fantasy genre by George Allen & Unwin.', 'The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin.']",The Fellowship of the Ring was published by George Allen & Unwin. The Fellowship of the Ring is a fantasy novel.,Id22,0.8111838698387146,0.6716924905776978,0.7202760113138706,
22,EN,Llama3,4,,Astronaut,Alan Shepard has deathPlace California. Alan Shepard has birthPlace New Hampshire. Alan Shepard has award Distinguished Service Medal (United States Navy). ,"['Distinguished Service Medal (US Navy) recipient Alan Shepard was born in New Hampshire but died in California.', 'Awarded the Distinguished Service Medal by The United States Navy, Alan Shepard, was born in New Hampshire, and died in California.', 'Alan Shepard, born in New Hampshire while having died in California, was awarded the Distinguished Service Medal by the United States Navy.']",Alan Shepard died in California. Alan Shepard was born in New Hampshire. Alan Shepard was awarded the Distinguished Service Medal (United States Navy).,Id23,0.7932265003522238,0.7202024658521017,0.8024563708023126,
23,EN,Llama3,4,,MusicalWork,Mermaid (Train song) has followedBy Imagine (John Lennon song). Mermaid (Train song) has producer Espionage (production team). Mermaid (Train song) has album California 37 (Train album). ,"['Imagine is a song that Train followed Mermaid with, which was a song produced by the production team Espionage, and was on their album California 37.', 'Train followed its song Mermaid, from its California 37 album, which was was produced by the production team Espionage, with a song titled Imagine.', ""From the production team Espionage, Train's song Mermaid (on the California 37 album) was followed by Train's performance of Imagine by John Lennon."", 'The Train song Mermaid, which belongs to the California 37 Train album and was produced by Espionage, is followed by the John Lennon song Imagine.', ""Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage.""]","The song ""Mermaid"" by Train follows ""Imagine"" by John Lennon. The song ""Mermaid"" by Train was produced by Espionage. The song ""Mermaid"" by Train is on the album ""California 37"" by Train.",Id24,0.6642302870750427,0.4201412796974182,0.619579456699739,
24,EN,Llama3,4,,WrittenWork,The Fellowship of the Ring has publisher George Allen & Unwin. The Fellowship of the Ring has literaryGenre Fantasy (genre). The Fellowship of the Ring has followedBy The Two Towers. The Fellowship of the Ring has author J. R. R. Tolkien. The Fellowship of the Ring has releaseDate 1954-07-29. ,"['The Fellowship of the Ring was written by J.R.R. Tolkien and was released on July 29, 1954. The Fellowship of the Ring is considered fantasy and was published by George Allen & Unwin. The sequel to The Fellowship of the Ring was The Two Towers.', 'J.R.R. Tolkien is the author of The Fellowship of the Ring released on July 29, 1954. It is a fantasy book published by George Allen & Unwin. The novel was followed by The Two Towers.', 'The Fellowship of the Ring belongs to the fantasy genre. Its author is J.R.R. Tolkien. It was published on July 29, 1954 by George Allen & Unwin. It was followed by The Two Towers.']","George Allen & Unwin published The Fellowship of the Ring. The Fellowship of the Ring is a fantasy novel. The Fellowship of the Ring is followed by The Two Towers. J. R. R. Tolkien wrote The Fellowship of the Ring. The Fellowship of the Ring was released on July 29, 1954.",Id25,0.8017703493436178,0.6476694941520691,0.7522101886930438,
25,EN,Llama3,4,,Company,GMA New Media has location Philippines. GMA New Media has industry Entertainment. ,"['GMA New Media lies in the Philippines where applications are offered in the entertainment industry.', 'Located in the Philippines, GMA New Media is an entertainment industry.', 'GMA New Media is an entertainment company located in the Philippines.']",GMA New Media is based in the Philippines and operates in the entertainment industry.,Id26,0.803334097067515,0.6778083841005961,0.8617298164079099,
26,EN,Llama3,4,,Film,English Without Tears has cinematography Bernard Knowles. English Without Tears has writer Terence Rattigan. English Without Tears has runtime 89.0. ,"['English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.', 'English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.', 'Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.']",English Without Tears features cinematography by Bernard Knowles. English Without Tears was written by Terence Rattigan. English Without Tears has a runtime of 89 minutes.,Id27,0.7083301941553751,0.589360366264979,0.6564182782078156,
27,EN,Llama3,4,,Scientist,Lady Anne Monson has spouse George Monson. Lady Anne Monson has deathDate 1776-02-18. Lady Anne Monson has professionalField Botany. ,"['George Monson was married to Lady Anne Monson, a botanist, who died on February 18, 1776.', 'Lady Anne Monson, a professional botanist who was married to George Monson, died on February 18th, 1776.', 'Lady Anne Monson is the spouse of George Monson. Her professional field of study was botany, and she died on 18 February 1776.']","Lady Anne Monson was married to George Monson. She died on February 18, 1776. She was a botanist.",Id28,0.799514889717102,0.6339581906795502,0.8309316467358823,
28,EN,Llama3,4,,Politician,"Abdul Taib Mahmud has residence Demak Jaya, Jalan Bako, Kuching, Sarawak. Abdul Taib Mahmud has party Parti Pesaka Bumiputera Bersatu. ","['Abdul Taib Mahmud, member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.', 'Abdul Taib Mahmud, a member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.']","Abdul Taib Mahmud is a resident of Demak Jaya, Jalan Bako, Kuching, Sarawak. He is a member of Parti Pesaka Bumiputera Bersatu.",Id29,0.883127361536026,0.7646374702453613,0.8438495545593252,
29,EN,Llama3,4,,Artist,Liselotte Grschebina has birthPlace Karlsruhe. Liselotte Grschebina has nationality Israel. Liselotte Grschebina has training School of Applied Arts in Stuttgart. Karlsruhe has country Germany. Israel has language Modern Hebrew. ,"[""Liselotte Grschebina was an Israeli who attended the school of Applied Arts in Stuttgart. She was born in Karlsruhe, Germany. Israel's national language is Modern Hebrew."", 'Liselotte Grschebina is an Israeli national who did her studies at the School of Applied Arts in Stuttgart and was born in Karlsruhe, which is in Germany unlike Israel whose language is Modern Hebrew.', 'Liselotte Grschebina was born in Karlsruhe which is located in Germany, has Israeli nationality (the language in Israel is Modern Hebrew), and studied at the School of Applied Arts in Stuttgart.']",Liselotte Grschebina was born in Karlsruhe. Liselotte Grschebina is Israeli. Liselotte Grschebina studied at the School of Applied Arts in Stuttgart.,Id30,0.7778533101081848,0.5270349184672037,0.6773078385276972,
30,EN,Llama3,4,,Company,Chinabank has location Philippines. ,"[""Chinabank's location is the Philippines."", 'Chinabank is located in the Philippines.']",Chinabank is located in the Philippines.,Id31,0.9023702144622803,0.8224697411060333,1.0,
31,EN,Llama3,4,,MusicalWork,Mermaid (Train song) has recordLabel Columbia Records. Mermaid (Train song) has runtime 3.16. Mermaid (Train song) has recordLabel Sony Music Entertainment. Mermaid (Train song) has writer Espen Lind. Mermaid (Train song) has genre Reggae. Mermaid (Train song) has writer Amund Bjørklund. ,"['The Train song Mermaid, which is an example of the reggae genre, was released under the record labels of Columbia Records and Sony Music Entertainment. It was written by Espen Lind and Amund Bjørklund and has a total runtime of 3 minutes and 16 seconds.', 'Amund Bjorklund and Espen Lind are writers of the 3.16 minute reggae song Mermaid by Train that was released under Sony Music Entertainment and Columbia Records.', 'The song Mermaid was written In the reggae music genre by Espen Lind and Amund Bjorklund The song was performed by Train and released by Columbia Records and Sony Music Entertainment records. It has a total runtime of three minutes and sixteen seconds.']","The song ""Mermaid"" by Train is released on Columbia Records and Sony Music Entertainment. The song ""Mermaid"" by Train has a runtime of 3 minutes and 16 seconds. The song ""Mermaid"" by Train was written by Espen Lind and Amund Bjørklund. The song ""Mermaid"" by Train is a Reggae song.",Id32,0.7653847138086954,0.54616046945254,0.691861967850494,
32,EN,Llama3,4,,Film,Its Great to Be Young (1956 film) has musicComposer Louis Levy. Its Great to Be Young (1956 film) has starring Cecil Parker. Its Great to Be Young (1956 film) has writer Ted Willis. ,"[""It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis."", ""“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker."", ""Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.""]","The 1956 film ""Its Great to Be Young"" features music by Louis Levy. The 1956 film ""Its Great to Be Young"" stars Cecil Parker. The 1956 film ""Its Great to Be Young"" was written by Ted Willis.",Id33,0.6926643053690592,0.5335395534833273,0.5881333566845889,
33,EN,Llama3,4,,Artist,Aaron Turner has genre Post-metal. Aaron Turner has associatedBand/associatedMusicalArtist Lotus Eaters (band). Aaron Turner has origin Massachusetts. Aaron Turner has instrument Electric guitar. Aaron Turner has activeYearsStartYear 1995. ,"['Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.', 'Aaron Turner is a post-metal musician born in Massachusetts who plays electric guitar, started performing in 1995 and is in the Lotus Eaters band.', 'Aaron Turner is a post metal performer from Massachusetts who plays the electric guitar, started performing in 1995 and is in the Lotus Eaters band.']",Aaron Turner is associated with the post-metal genre. He is a member of the band Lotus Eaters. He is from Massachusetts. He plays the electric guitar. His music career began in 1995.,Id34,0.7650745312372843,0.539762556552887,0.6747669100421726,
34,EN,Llama3,4,,Monument,"Adams County, Pennsylvania has hasToItsWest Franklin County, Pennsylvania. 11th Mississippi Infantry Monument has established 2000. 11th Mississippi Infantry Monument has location Adams County, Pennsylvania. Adams County, Pennsylvania has hasToItsSoutheast Carroll County, Maryland. 11th Mississippi Infantry Monument has category Contributing property. ","[""Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Carroll County, Maryland is to the southeast. A monument to the 11th Mississippi Infantry was erected in 2000 in Adams County and this monument is classed as a contributing property."", 'The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania which has Carroll County, Maryland to its southeast and Franklin County, Pennsylvania to its west. The 11th Mississippi Infantry Monument is in the category of contributing property.', 'The 11th Mississippi Infantry Monument, established in 2000, falls under the category of Contributing property and is located in Adams County, Pennsylvania, which has Carroll County, Maryland to the southeast and Franklin County, Pennsylvania to the east.']","Here is the text corresponding to the triples:

Adams County, Pennsylvania is located to the west of Franklin County, Pennsylvania. The 11th Mississippi Infantry Monument was established in 2000. The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. Adams County, Pennsylvania is located to the southeast of Carroll County, Maryland. The 11th Mississippi Infantry Monument is a contributing property.",Id35,0.7387007474899292,0.6621821324030558,0.6634869119915968,
35,EN,Llama3,4,,MusicalWork,Nord (Year of No Light album) has genre Sludge metal. Nord (Year of No Light album) has producer Year of No Light. Nord (Year of No Light album) has genre Post-metal. Nord (Year of No Light album) has recordLabel Crucial Blast. Nord (Year of No Light album) has releaseDate 2006-09-06. ,"['The band Nord is a sludge metal band that releases post-metal. They have an album called the Year of No light that was released on June 9th 2006, and was under Crucial Blast Label.', 'Year of No Light self-produced their album Nord. The album was released under the label Crucial Blast on September 6th, 2006. Nord falls into the sludge metal and post-metal genres.']","Nord is a sludge metal album. Nord was produced by Year of No Light. Nord is a post-metal album. Nord was released by Crucial Blast. Nord was released on September 6, 2006.",Id36,0.7235262393951416,0.4753035008907318,0.7315219937311019,
36,EN,Llama3,4,,City,Ciudad Ayala has populationMetro 1777539. Ciudad Ayala has leaderTitle City Manager. Ciudad Ayala has type City. Ciudad Ayala has populationDensity 1604.0. Ciudad Ayala has governmentType Council-manager government. Ciudad Ayala has utcOffset −6. ,"['Ciudad Ayala is a metropolitan city which has population of 1,777,539 with its population density of 1604.0 and it falls into UTC offset -6 time zone. One of the leaders of Ciudad Ayala is the City Manager which uses council-manager government.', 'The city Ciudad Ayala has population 1,777,539 making the density 1604.0. One of the leaders in the council-manager government is the City Manager. It is in UTC offset -6.', 'The city Ciudad Ayala has population 1777539 making the density 1604. It is a council-managed government led by a City Manager. It is in UTC offset -6.']","Ciudad Ayala has a population of 1,777,539. Ciudad Ayala is led by a City Manager. Ciudad Ayala is a city. Ciudad Ayala has a population density of 1,604 people per square kilometer. Ciudad Ayala operates under a council-manager government. Ciudad Ayala is 6 hours behind Coordinated Universal Time.",Id37,0.6975178917249044,0.45198526978492737,0.5378061009080608,
