,index,Unnamed: 0,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
10,2188,2188,RU,Llama3,,0.8,Building,Адишам Холл имеет location Шри-Ланка. Адишам Холл имеет architecturalStyle Архитектура Возрождения Тюдоров / архитектура Tudor Revival. Адишам Холл имеет completionDate 1931 год. Адишам Холл имеет buildingStartDate 1927. ,"['Строительство Адишам Холла в Шри-Ланке началось в 1927 году и закончилось в 1931 году. Он был построен в архитектурном стиле Возрождения Тюдоров.', 'Адишам Холл, Шри-Ланка, был начат в 1927 году и завершен в 1931 году. Его стиль - Возрождение Тюдоров.', 'Выполненный в архитектурном стиле Возрождения Тюдоров, Адишам Холл расположен в Шри-Ланке и был построен в 1927 году, и завершен в 1931 году.']",Вилла Адишама.,Id1087,0.611798107624054,0.0505482852458953,0.0012518049400735,
11,1893,1893,RU,Llama3,,0.8,Building,Колмор-роу 103 имеет location Колмор-роу. Колмор-роу 103 имеет architect Джон Мадин (муж). Джон Мадин (муж) имеет birthPlace Бирмингем. ,"['Колмор-роу 103 был спроектирован Джоном Мадином, который родился в Бирмингеме.', 'Колмор-роу 103 был разработан родившимся в Бирмингеме архитектором Джоном Мадином.', 'Колмор-роу 103 был спроектирован архитектором Джоном Мадином из Бирмингема.']","Колмор-роу, 103.",Id792,0.6604832808176676,0.1585828363895416,0.0196678447300438,
12,2174,2174,RU,Llama3,,0.8,Building,3Arena имеет owner Лайв Нэйшн Энтертейнмент. Дублин имеет country Ирландия. 3Arena имеет location Дублин. ,"['Владелец 3Arena - Лайв Нэйшн Энтертейнмент, который находится в Дублине, Ирландия.', '3Arena принадлежит компании Лайв Нэйшн Энтертейнмент и находится в Дублине, Республика Ирландия.', '3Arena в Дублине, Республика Ирландия, принадлежит Лайв Нэйшн Энтертейнмент.']",Лайв Нэйшн Энтертейнмент.,Id1073,0.7772398591041565,0.3150154252847035,0.1300287108784259,
13,1848,1848,RU,Llama3,,0.8,Astronaut,"Шепард, Алан имеет mission Аполлон-14. Шепард, Алан имеет dateOfRetirement 1974-08-01. ","['Член экипажа ""Аполлона-14"" Алан Шепард вышел на пенсию 1 августа 1974 года.', 'Алан Шепард, служивший членом экипажа ""Аполлон-14"", ушел в отставку 01.08.1974.']",Алан Шепард имеет миссию Аполлон-14. Алан Шепард ушел на пенсию 1 августа 1974 года.,Id747,0.7948991656303406,0.4571738094091415,0.699721141802451,
14,1385,1385,RU,Llama3,,0.8,SportsTeam,"Италия имеет leader Грассо, Пьетро. Италия имеет officialLanguage Итальянский язык. Италия имеет capital Рим. Губбио (футбольный клуб) имеет ground Италия. ","['Столица Италии - Рим, а лидер - Пьетро Грассо. В стране, говорящей на итальянском языке, находится домашняя площадка ФК ""Губбио"".', 'Площадка ""Губбио"" расположена в Италии, где столица - Рим, итальянский - официальный язык, и Пьетро Грассо является лидером.']","Пьетро Грассо, Рим, Итальянский язык",Id284,0.7743973135948181,0.2163065373897552,0.0786628036273405,
15,1300,1300,RU,Llama3,,0.8,SportsTeam,ФК “Блэкпул” имеет manager Стюарт Паркер. Блэкпул имеет leader Гордон Марсден. Стюарт Паркер имеет club Стокпорт Каунти. ФК “Блэкпул” имеет ground Блэкпул. ,"['Футболист Стюарт Паркер играет за Стокпорт Каунти и является менеджером ФК Блэкпул, стадион которого находится в Блэкпуле, где Гордон Марсден - один из лидеров.', 'Гордон Марсден возглавляет Блэкпул, где находится ФК ""Блэкпул"". У них был менеджер Стюарт Паркер, чей клуб был Стокпорт Каунти.', 'Гордон Марсден - один из лидеров Блэкпула. Город является местом расположения ФК “Блэкпул”, которым руководит Стюарт Паркер, футболист, который когда-то играл за ФК Стокпорт Каунти.']",Менеджером ФК “Блэкпул” является Стюарт Паркер.  Председателем ФК “Блэкпул” является Гордон Марсден.  Стюарт Паркер работал в клубе Стокпорт Каунти.  Домашним стадионом ФК “Блэкпул” является Блэкпул.,Id199,0.8015769124031067,0.4024782280127207,0.5370086018684042,
16,1972,1972,RU,Llama3,,0.8,SportsTeam,"Италия имеет officialLanguage Итальянский язык. Италия имеет demonym Итальянцы. Италия имеет capital Рим. Италия имеет leader Маттарелла, Серджо. Губбио (футбольный клуб) имеет ground Италия. ","['Столица Италии - Рим, язык - итальянский. Лидером страны является Серджо Маттарелла, страну населяют итальянцы. ФК Губбио находится там.', 'Площадка ФК ""Губбио"" расположена в Италии, где лидером является Серджо Маттарелла и итальянский - официальный язык. Итальянцы - это люди, которые живут в Италии, где столица - Рим.', 'Итальянцы населяют Италию, где официальным языком является итальянский. Рим - столица, а один из лидеров - Серджо Маттарелла. Также в Италии расположена площадка ФК ""Губбио"".']",Итальянский язык. Итальянцы. Рим. Серджо Маттарелла. Италия.,Id871,0.7888575394948324,0.2696307400862376,0.2571248645658385,
17,1367,1367,RU,Llama3,,0.8,University,Технологический институт Ачарья имеет city Бангалор. Технологический институт Ачарья имеет motto Nurturing Excellence. Технологический институт Ачарья имеет country India. ,"['Технологический институт Ачарья расположен в Бангалоре, Индия, и его девиз: ""Воспитывать совершенство"".', 'Технологический институт Ачарья в Бангалоре, Индия, имеет девиз ""Воспитывать совершенство"".', 'Технологический институт Ачарья находится в Бангалоре, Индия, и его девиз: ""Воспитывать совершенство"".']",Технологический институт Ачарья,Id266,0.794702410697937,0.317644715309143,0.1443544030172017,
18,1153,1153,RU,Llama3,,0.8,ComicsCharacter,"Биббо Биббовски имеет creator Вольфман, Марв. Биббо Биббовски имеет fullName Bo Bibbowski. ","['Биббо Биббовски, которого часто называют Бо Биббовски, был создан Марвом Вольфманом.', 'Марв Вольфман был создателем Биббо Биббовски, которого часто называют Бо Биббовски.']",Биббо Биббовски.,Id52,0.7497941255569458,0.2035505324602127,0.0151841979568379,
19,1996,1996,RU,Llama3,,0.8,SportsTeam,Футбольный клуб “Акрон” (США) имеет numberOfMembers 3000. Футбольный клуб “Акрон” (США) имеет league Лига развития. Лига развития имеет champions КВ Юнайтед. ,"['ФК КВ Юнайтед были чемпионами Лиги развития, где также играет ФК Акрон (который насчитывает 3000 членов).', 'Клуб с 3000 членами, футбольный клуб ""Акрон"" (США) играет в Лиге Развития вместе с бывшими чемпионами ФК ""КВ Юнайтед"".', 'Футбольный клуб “Акрон” (США) насчитывает 3000 участников и играет в Лиге развития, где КВ Юнайтед были чемпионами.']","Клуб ""Акрон"" (США) имеет в своем составе 3000 человек.",Id895,0.6960236628850301,0.1720233559608459,0.2505588192479444,
20,2519,2519,RU,Llama3,,1.4,ComicsCharacter,Блокбастер имеет creator Роджер Стерн. Блокбастер имеет creator Том Лайл. ,"['Герой комиксов Блокбастер был создан Роджером Стерном и Томом Лайле.', 'Блокбастер - персонаж комиксов, который был создан как Роджером Стерном, так и Томом Лайлом.', 'Персонаж комиксов Блокбастер был создан Роджером Стерном и Томом Лайлом.']","Водородный бомбардировщик/бомбардировщик; фильм ""Шоссе Эйнштейна 6""; 
Дирижер; Рок бум;",Id316,0.6367344657580057,0.1127801463007927,0.090631638092156,
21,2220,2220,RU,Llama3,,1.4,Food,суп Бинигнит имеет ingredient Батат. суп Бинигнит имеет region Висайские острова. суп Бинигнит имеет mainIngredient Кокосовое молоко. суп Бинигнит имеет country Филиппины. ,"['Суп Бинигнит родом с Висайских островов, из региона Филиппин. Его основные ингредиенты - батат и кокосовое молоко.', 'Батат и кокосовое молоко – ингредиенты в супе Бинигнит, который родом с Висайских островов на Филиппинах.', 'Суп Бинигнит, который состоит из батата и кокосового молока, – блюдо из района Висайских островов Филиппин.']","Суп Бинигнит. Это традиционный суп в странах Висайского региона, Филиппины. Питаются с батат. Основным компонентом является кокосовое молоко.",Id17,0.7994284431139628,0.3857834935188293,0.5539654001395944,
22,2694,2694,RU,Llama3,,1.4,Food,"Аматричана имеет region Лацио. Аматричана имеет country Италия. Аматричана имеет ingredient Томат. Аматричана имеет mainIngredient Tomatoes, guanciale, cheese, olive oil. ","['Аматричана – это традиционный итальянский соус из региона Лацио. В его состав входят томаты, гуанчиале, сыр и оливковое масло.', 'Соус аматричана родом из района Лацио в Италии. Основные ингредиенты - томаты, гуанчиале, сыр и оливковое масло.', 'Аматричана - традиционный итальянский соус из Лацио. Основные ингредиенты - помидоры, гуанчиале, сыр и оливковое масло.']",Покрытые томатом тигельчики.,Id491,0.6671377023061117,0.0613645824293295,0.0179278852558853,
23,2426,2426,RU,Llama3,,1.4,Food,"“Беконный взрыв” / Bacon Explosion имеет country Соединённые Штаты Америки. Соединённые Штаты Америки имеет leader Робертс, Джон Гловер. ","['США, где Джон Робертс является лидером, является страной Беконного взрыва.', '“Беконный взрыв” родом из Соединённых Штатов Америки, где лидером является Джон Робертс.', 'Соединенные Штаты (с лидером Джоном Робертсом) могут похвастаться Беконным взрывом.']",Хрустящие отбивные из стейков и бекона. Глава США в кино.,Id223,0.6557016173998514,0.1097657506664594,0.1784161594677359,
24,2239,2239,RU,Llama3,,1.4,Food,"Бионико имеет country Мексика. Бионико имеет mainIngredient Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins. Бионико имеет region Халиско. Бионико имеет ingredient Изюм. ","['Бионико – это еда из Мексики, а ее основные ингредиенты - нарезанные фрукты, сметана, сгущенное молоко, гранола, кокосовая стружка и изюм. Бионико родом из региона Халиско.', 'Бионико, блюдо, найденное в районе Халиско в Мексике, содержит нарезанные фрукты, сметану, сгущеное молоко, гранолу, кокосовую стружку и изюм.', 'Бионико родом из региона Халиско в Мексике и имеет основные ингредиенты: нарезанные фрукты, сметану, сгущенное молока, гранолу, кокосовую стружку и изюм.']","Питаясь ягодами и изюмом под заворачивающимся блинком или в порционной форме из заворачивающихся трубочек, с добавлением натуральной сметаны, насыщенным сладким чокolate.",Id36,0.6949279109636942,0.1799855281909307,0.2493135191740084,
25,3004,3004,RU,Llama3,,1.4,Food,Ява имеет ethnicGroup Бадуй. ,"['Бадуй - этническая группа Явы.', 'Бадуй - это этническая группа на Яве.', 'Бадуй - это этническая группа Явы.']",Маршалистский язык  в группу этнических коренных малайзийцев  населяющих Яву.,Id801,0.7259841163953146,0.2367091874281565,0.2166880672115398,
26,3021,3021,RU,Llama3,,1.4,Astronaut,"Олдрин, Базз имеет birthPlace Глен-Ридж. Олдрин, Базз имеет mission Аполлон-11. Олдрин, Базз имеет status Retired. Олдрин, Базз имеет birthDate 1930-01-20. Олдрин, Базз имеет nationality Соединённые Штаты Америки. Олдрин, Базз имеет selectedByNasa 1963 год. Аполлон-11 имеет operator НАСА. ","['Базз Олдрин, гражданин США, сейчас в отставке. Он родился 20 января 1930 года в городе Глен-Ридж, штат Нью-Джерси. Он был выбран НАСА в 1963 году для работы в качестве члена экипажа на программе ""Аполлона-11"".', 'Базз Олдрин, гражданин США, вышел на пенсию. Он родился 20 января 1930 года в городе Глен-Ридж, штат Нью-Джерси. Он был выбран НАСА в 1963 году для работы в качестве члена экипажа на программе ""Аполлон-11"".']",Базз Олдрин. Глен Ридж. Аполлон-11. Ветеран космических запусков. 20 января 1930. США.,Id818,0.7244466543197632,0.2075700908899307,0.1421878344708345,
27,2467,2467,RU,Llama3,,1.4,Astronaut,"Андерс, Уильям имеет status Retired. Андерс, Уильям имеет almaMater AFIT, M.S. 1962. ","['Уильям Андерс окончил AFIT в 1962 году, получив степень магистра естественных наук, и сейчас ушел в отставку.', 'Уильям Андерс, получивший степень магистра естественных наук в своей альма-матер AFIT, в 1962 году ушел в отставку.', 'Уильям Андерс с тех пор ушел в отставку, но в 1962 году получил магистра естественных наук от своей альма-матер, AFIT.']",В отставке.,Id264,0.6481362581253052,0.0538215388854344,9.698498605635808e-05,
28,3109,3109,RU,Llama3,,1.4,CelestialBody,"Погсон, Норман Роберт имеет nationality Англия. ","['Норман Роберт Погсон был англичанином.', 'Норман Роберт Погсон - британец.', 'Норман Роберт Погсон был гражданином Англии.']",англ. Norman Robert Pogson.,Id906,0.4839361111323039,0.0530753110845883,0.0858545496872131,
29,3080,3080,RU,Llama3,,1.4,Airport,Лахор (аэропорт) имеет operatingOrganisation Управление гражданской авиации Пакистана. Управление гражданской авиации Пакистана имеет headquarter Джинна (аэропорт). ,"['Руководство международным аэропортом Лахор имени Аллама Икбала осуществляется Управлением гражданской авиации Пакистана, штаб-квартира которого находится в международном аэропорту Джинны.', 'Управление гражданской авиации Пакистана, штаб которого - в международном аэропорту «Джинна», осуществляет руководство международным аэропортом Лахор.', 'Международный аэропорт Лахор эксплуатируется управлением гражданской авиации Пакистана, штаб-квартира которого находится в международном аэропорту Джинна.']","Правительственное подразделение Лахора, Управление гражданской авиации Пакистана (Civil Aviation Authority of Pakistan)",Id877,0.7374294201532999,0.2707745234171549,0.3578573429245882,
