,index,Unnamed: 0,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
10,2903,2903,EN,Llama3,,0.8,Film,Its Great to Be Young (1956 film) has starring John Mills. Its Great to Be Young (1956 film) has cinematography Gilbert Taylor. Its Great to Be Young (1956 film) has runtime 94.0. Its Great to Be Young (1956 film) has gross 282838.0. Its Great to Be Young (1956 film) has musicComposer Louis Levy. ,"[""John Mills had a main role in the 94 minute movie It's Great to Be Young which took 282838 pounds at the box office. Louis Levy composed the music for the movie which had Gilbert Taylor as the cinematographer."", ""The 1956 film “ It's Great to Be Young” cost £282,838 to produce and is 94 minutes in length. Louis Levy composed music for the film and Gilbert Taylor did the cinematography. The movie stars John Mills."", ""It's Great to Be Young, the 94-minute, 1956 film, received £282,838. The lead was played by John Mills, and the music was composed by Louis Levy. Gilbert Taylor was responsible for the cinematography.""]","The 1956 film ""It's Great to Be Young"" stars John Mills. The 1956 film ""It's Great to Be Young"" was shot by cinematographer Gilbert Taylor. The 1956 film ""It's Great to Be Young"" has a runtime of 94 minutes. The 1956 film ""It's Great to Be Young"" grossed $282,838. The 1956 film ""It's Great to Be Young"" features music by Louis Levy.",Id1125,0.6733044187227885,0.4166526297728221,0.4690871624254552,
11,2675,2675,EN,Llama3,,0.8,WrittenWork,The Fellowship of the Ring has followedBy The Two Towers. The Fellowship of the Ring has author J. R. R. Tolkien. ,"['The Fellowship of the Ring and The Two Towers were written by J.R.R. Tolkien.', 'J.R.R. Tolkien’s The Fellowship of the Ring continues the storyline of The Two Towers.']",The book that follows The Fellowship of the Ring is The Two Towers. The author of The Fellowship of the Ring is J.R.R. Tolkien.,Id897,0.7658362686634064,0.6067852675914764,0.5393168636054088,
12,2845,2845,EN,Llama3,,0.8,Airport,Adolfo Suárez Madrid–Barajas Airport has operatingOrganisation ENAIRE. Adolfo Suárez Madrid–Barajas Airport has location Alcobendas. Adolfo Suárez Madrid–Barajas Airport has runwayLength 4349.0. ENAIRE has city Madrid. Adolfo Suárez Madrid–Barajas Airport has elevationAboveTheSeaLevel 610.0. Madrid has country Spain. ,"['Adolfo Suárez Madrid Barajas Airport, located in Alcobendas, which is part of the community of Madrid, Spain and operated by ENAIRE, is 610 metres above sea level and has a runway that is 4349 metres long.', 'Adolfo Suárez Madrid–Barajas Airport is located in Alcobendas, 610 meters above sea level. This airport is operated by ENAIRE, which is located in Madrid, Spain. The runway is 4,349 meters long.', 'Adolfo Suarez Madrid-Barajas Airport has an elevation of 610.0 metres above sea level and the runaway length is 4,349. It is in Alcobendas, operated by ENAIRE, in the city of Madrid, country of Spain.']",Adolfo Suárez Madrid–Barajas Airport operates under ENAIRE. It is located in Alcobendas. The airport has a runway of 4349 meters in length. ENAIRE is based in Madrid. Adolfo Suárez Madrid–Barajas Airport is 610 meters above sea level. Madrid is in Spain.,Id1067,0.752393364906311,0.5251747071743011,0.7055543802170999,
13,2548,2548,EN,Llama3,,0.8,University,"Acharya Institute of Technology has campus In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.. All India Council for Technical Education has location Mumbai. Acharya Institute of Technology has director Dr. G. P. Prabhukumar. Acharya Institute of Technology has affiliation Visvesvaraya Technological University. Acharya Institute of Technology has wasGivenTheTechnicalCampusStatusBy All India Council for Technical Education. Acharya Institute of Technology has numberOfPostgraduateStudents 700. ","[""The Acharya Institute of Technology has been given the status of Technical Campus by All India Council for Technical Education, which is located in Mumbai. The Institute's director is Dr. G. P. Prabhukumar. It is affiliated with Visvesvaraya Technological University and has about 700 post graduate students. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090."", ""The Acharya Institute of Technology has around 700 post graduate students, its director is Dr. G. P. Prabhukumar and is affiliated with the Visvesvaraya Technological University. The institute was given 'Technical Campus' status by the All India Council for Technical Education which is based in the city of Mumbai. The address of the institute’s campus is Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090."", 'The Acharya Institute of Technology, directed by Dr. G. Prabhukumar, affiliated with Visvesvaraya Technological University and located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India, has about 700 post-graduate students and was given the Technical Campus status by the All India Council for Technical Education, based in Mumbai.']","Here is the text corresponding to the triples:

The Acharya Institute of Technology is located in Soldevanahalli on the Acharya Dr. Sarvapalli Radhakrishnan Road and the Hessarghatta Main Road in Bangalore – 560090. All India Council for Technical Education is based in Mumbai. Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology. The Acharya Institute of Technology is affiliated to Visvesvaraya Technological University. The Acharya Institute of Technology was given the technical campus status by All India Council for Technical Education. The Acharya Institute of Technology has 700 postgraduate students.",Id770,0.8025267521540324,0.6809490521748861,0.694374057616796,
14,2688,2688,EN,Llama3,,0.8,MusicalWork,Mermaid (Train song) has genre Pop rock. Mermaid (Train song) has followedBy Imagine (John Lennon song). Imagine (John Lennon song) has followedBy Happy Xmas (War Is Over). ,"['The Train song Mermaid belongs to the genre of pop rock, which was followed by the release of Imagine by John Lennon was also followed by Happy Xmas (War Is Over).', 'Train followed their pop rock song Mermaid with the John Lennon song Imagine, which was followed by the release of the song Happy Xmas (War Is Over).', 'The Train song Mermaid from pop rock genre preceded John Lennon song Imagine which was a hit he followed up with Happy Xmas (war is over).']","The song ""Mermaid"" by Train is a pop rock track that is followed by John Lennon's song ""Imagine"". ""Imagine"" is also followed by John Lennon's song ""Happy Xmas (War Is Over)"".",Id910,0.7439485788345337,0.4531988402207692,0.6707392965287614,
15,2416,2416,EN,Llama3,,0.8,Airport,Bedford Aerodrome has icaoLocationIdentifier EGBF. Bedford Aerodrome has elevationAboveTheSeaLevel 83.2104. Bedford Aerodrome has runwayName 08/26. ,"['The ICAO location identifier for the Bedford Aerodrome is EGBF, and it is 83.2104 meters above sea level and has a runway named 08/26.', 'The ICAO location identifier for Bedford Aerodrome is EGBF and it is 83.2 meters above sea level. This aerodrome has a runway named ""08/26"".', ""Bedford Aerodrome is elevated 83.2104 above sea level and has a runway called 08/26. Bedford Aerodrome's International Civil Aviation Organization (ICAO) identifier is EGBF.""]",Bedford Aerodrome is located at EGBF. It has an elevation of 83.21 metres above sea level. It has a runway designated as 08/26.,Id638,0.7466947237650553,0.4324852923552195,0.6948602952766978,
16,2623,2623,EN,Llama3,,0.8,MeanOfTransportation,ALCO RS-3 has cylinderCount 12. ALCO RS-3 has length 17068.8 (millimetres). ,"['The 12 cylinder ALCO RS-3 is 17068.8 millimetres long.', 'The 17068.8 millimetres long ALCO RS-3 has a cylinder count of 12.']","The ALCO RS-3 locomotive has 12 cylinders and is 17,068.8 millimetres in length.",Id845,0.7534173727035522,0.5222751796245575,0.6340690202312423,
17,2646,2646,EN,Llama3,,0.8,Airport,MotorSport Vision has city Kent. ,"['MotorSport Vision is located in the the city of Kent.', 'MotorSport vision is in Kent.', 'MotorSport Vision is located in the city of Kent, UK.']","MotorSport Vision has a circuit in Brands Hatch, Kent.",Id868,0.7204304734865824,0.4223715960979461,0.526340888564464,
18,2650,2650,EN,Llama3,,0.8,University,University of Burgundy has numberOfStudents 27400. University of Burgundy has numberOfDoctoralStudents 1299. University of Burgundy has campus Dijon. ,"['In Dijon, The University of Burgundy campus is home to 27400 students, 1299 of whom are pursuing their doctorate degree.', 'The University of Burgundy, which is in Dijon, has 27400 students in all, of which 1299 are doctoral students.', 'The number of students in the University of Burgundy in Dijon is 27400 including 1299 doctoral students.']","The University of Burgundy has approximately 27,400 students. It has around 1,299 doctoral students. Its campus is located in Dijon.",Id872,0.7011001904805502,0.5057843526204427,0.655920847593365,
19,2427,2427,EN,Llama3,,0.8,SportsTeam,Estádio Municipal Coaracy da Mata Fonseca has location Arapiraca. Agremiação Sportiva Arapiraquense has league Campeonato Brasileiro Série C. Campeonato Brasileiro Série C has champions Vila Nova Futebol Clube. Campeonato Brasileiro Série C has country Brazil. Agremiação Sportiva Arapiraquense has numberOfMembers 17000. Agremiação Sportiva Arapiraquense has ground Estádio Municipal Coaracy da Mata Fonseca. Agremiação Sportiva Arapiraquense has manager Vica. ,"['The Agremiação Sportiva Arapiraquense club are managed by Vica. They have 17000 members and played in the Campeonato Brasileiro Série C league based in Brazil on their ground the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca. The Vila Nova Futebol Clube are the champions.', 'The Estadio Municipal Coaracy da Mata Fonseca is in Arapiraca & is the name of the ground of Agremiação Sportiva Arapiraquense (plays in the Campeonato Brasileiro Série C league managed by Vica with 17000 members). The Vila Nova Futebol Clube from Brazil were champions at the Campeonato Brasileiro Série C.', 'Agremiação Sportiva Arapiraquense has 17000 members and played in the Campeonato Brasileiro Série C league from Brazil, whose champions are Vila Nova Futebol Clube. They are managed by Vica. The Estádio Municipal Coaracy da Mata Fonseca is the name of the ground of Agremiação Sportiva Arapiraquense located in Arapiraca.']","Here are the triples converted into natural text:

Arapiraca is the location of Estádio Municipal Coaracy da Mata Fonseca.
Agremiação Sportiva Arapiraquense plays in Campeonato Brasileiro Série C.
Campeonato Brasileiro Série C is a league in Brazil.
Vila Nova Futebol Clube is the champion of Campeonato Brasileiro Série C.
Campeonato Brasileiro Série C is a competition held in Brazil.
Agremiação Sportiva Arapiraquense has a membership of 17000.
Agremiação Sportiva Arapiraquense plays its home games at Estádio Municipal Coaracy da Mata Fonseca.
Vica is the manager of Agremiação Sportiva Arapiraquense.",Id649,0.738886813322703,0.5456396142641703,0.5069328891754409,
20,4763,4763,EN,Llama3,,1.4,Scientist,Lady Anne Monson has birthPlace Darlington. Lady Anne Monson has professionalField Botany. Lady Anne Monson has birthPlace Kingdom of England. Lady Anne Monson has birthDate 1726-01-01. Lady Anne Monson has deathDate 1776-02-18. ,"['Botanist Lady Anne Monson was born in Darlington in the Kingdom of England. She lived from January 1st, 1726 to February 18th, 1776.', 'Lady Anne Monson was born in the Kingdom of England in Darlington on January 1, 1726 and died on February 18, 1776 after she worked in the field of Botany.', 'Lady Anne Monson (born January 1, 1726, in Darlington, Kingdom of England) studied botany and died on February 18, 1776.']","Lady Anne Monson was born in Darlington and the Kingdom of England. Lady Anne Monson specialized in botany. Lady Anne Monson was born on January 1, 1726, and passed away on February 18, 1776.",Id1206,0.8013124465942383,0.6205033659934998,0.6604535560462311,
21,3675,3675,EN,Llama3,,1.4,Company,Hypermarcas has location Brazil. Hypermarcas has product Drugs. Hypermarcas has industry Pharmaceuticals. Hypermarcas has keyPerson CEO. Hypermarcas has foundingDate 2001-01-01. Hypermarcas has type S.A. (corporation). Hypermarcas has numberOfEmployees 10252. ,"['Hypermarcas is a drug maker in the pharmaceutical industry. They were founded in Brazil on January 1, 2001, and employ 10252 people. They are an S.A. corporation, and are managed by a CEO.', 'Hypermarcas was founded in 2001-01-01, it is a type of S.A corporation which has 10252 employees. It is a pharmaceutical company located in Brazil that make drugs. It is managed by a CEO.', 'Hypermarcas is a pharmaceutical drug company located in Brazil. They were founded on January 1, 2001, and employ 10,252 people. They are an S.A. corporation, headed up by their CEO.']","Here is the text corresponding to the triples:

Hypermarcas is a Brazilian corporation that produces drugs and is part of the pharmaceutical industry. Its current CEO oversees a team of 10,252 employees. Founded on January 1, 2001.",Id118,0.6590357224146525,0.4234806497891744,0.6311625298764887,
22,5271,5271,EN,Llama3,,1.4,MusicalWork,Mermaid (Train song) has genre Pop rock. Mermaid (Train song) has musicalBand Train (band). Mermaid (Train song) has recordLabel Columbia Records. Mermaid (Train song) has runtime 3.16. ,"['Written by the Band Train and released by Columbia Records, Mermaid is a pop rock song with a total runtime of three minutes and sixteen seconds.', 'The pop rock song Mermaid by the band Train with runtime of 3.16 minutes was released under the record label Columbia Records.', 'The pop rock song Mermaid by The Train has a run time of 3 minutes and 16 seconds and was released on the Columbia Records record label.']","""Mermaid"" is a pop rock song. ""Mermaid"" is a Train song. ""Mermaid"" is a Columbia Records song. ""Mermaid"" lasts 3 minutes and 10 seconds.",Id1714,0.6344817876815796,0.3821156819661458,0.5750461602770414,
23,4178,4178,EN,Llama3,,1.4,Monument,"11th Mississippi Infantry Monument has established 2000. 11th Mississippi Infantry Monument has location Adams County, Pennsylvania. 11th Mississippi Infantry Monument has state Pennsylvania. ","['The 11th Mississippi Infantry Monument, located in Adams County, Pennsylvania was established in 2000.', 'In 2000, The 11th Mississippi Infantry Monument is located in Adams County, in the state of Pennsylvania.', ""Established in 2000, 11th Mississippi Infantry Monument's location is Adams County, Pennsylvania.""]","The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania.",Id621,0.8460732499758402,0.7968140045801798,0.9454257827414088,
24,4734,4734,EN,Llama3,,1.4,MusicalWork,Nord (Year of No Light album) has releaseDate 2006-09-06. ,"['The release date of Nord, Year of No Light Album, is 06-09-2006.', 'The Year of No Light album Nord was released on the date 2006-09-06.', 'The album Nord was released on September 6, 2006.']","The fifth studio album ""Nord"" by French extreme metal group Year of No Light was released on September 6, 2006.",Id1177,0.6390996972719828,0.5118939280509949,0.5563575550844522,
25,4084,4084,EN,Llama3,,1.4,MusicalWork,Turn Me On (album) has precededBy Let It Breed. Turn Me On (album) has followedBy Take It Off!. ,"['The album Turn Me On, followed by Take it Off!, was preceded by the album Let it Breed.', 'The album Turn Me On was preceded by the album Let It Breed and followed by the Take it Off album.']","The first Bikini Kill album preceded the band's second album, Let It Breed, and that album was followed by their third album, Reject All American.",Id527,0.6468066275119781,0.3934763669967651,0.4594953743531244,
26,3766,3766,EN,Llama3,,1.4,Airport,Bedford Aerodrome has operatingOrganisation MotorSport Vision. MotorSport Vision has foundedBy Peter Ogden. ,"['Peter Ogden was the founder of MotorSport Vision which operates the Bedford Aerodrome.', 'MotorSport Vision which was founded by Peter Ogden is the operating organisation for Bedford Aerodrome.', 'The Bedford Aerodrome has an operating organization called MotorSport Vision, which was founded by Peter Ogden.']",The Bedford Aerodrome is an airfield owned and operated by MotorSport Vision.,Id209,0.6597395936648051,0.4271346728006999,0.6813394728802182,
27,4056,4056,EN,Llama3,,1.4,Film,McVeagh of the South Seas has imdbId 0004319. McVeagh of the South Seas has director Cyril Bruce. ,"['McVeagh of the South Seas, a film directed by Cyril Bruce, is located in IMdb under ID 0004319.', 'McVeagh of the South Seas, directed by Cyril Bruce, is a film registered in IMDb with the ID 0004319.', 'The movie McVeagh of the South Seas, directed by Cyril Bruce, has an IMDb id of 0004319.']","In 1916, McVeagh, an 11-year-old boy from the Pacific, befriended the famous filmmaker, Cyril Bruce, who had stopped at the remote island where the young boy lived, filming a documentary for the London Daily Sketch about the native population in general.",Id499,0.4826349715391795,0.242784654100736,0.2100780764685649,
28,3863,3863,EN,Llama3,,1.4,Company,GMA New Media has industry Mass Media. GMA New Media has product Online Game. GMA New Media has industry Entertainment. GMA New Media has product World Wide Web. ,"['GMA New Media offers services regarding the World Wide Web, including online games, as a mass media and entertainment industry company.', 'GMA New Media is in the mass media industry, whose main product is online games. It offers applications in the entertainment industry such as producing web services.', 'GMA New Media is an entertainment and mass media organization. They specialize in making games and web sites.']",GMA New Media operates within the mass media industry and is also involved in producing content for the entertainment industry. They have developed online games and also maintain a presence on the world wide web.,Id306,0.7145094474156698,0.4599510828653971,0.6144378138611543,
29,4810,4810,EN,Llama3,,1.4,WrittenWork,The Fellowship of the Ring has publisher George Allen & Unwin. The Fellowship of the Ring has author J. R. R. Tolkien. ,"['The Fellowship of the Ring was written by J.R.R. Tolkien and published by George Allen & Unwin.', 'The Fellowship of the Ring was written by J.R.R . Tolkien; George Allen & Unwin published it.', 'The author of The Fellowship of the Ring, which is published by George Allen & Unwin, is J.R.R. Tolkien.']","The book ""The Fellowship of the Ring"" is published by George Allen & Unwin. The book ""The Fellowship of the Ring"" is written by J. R. R. Tolkien.",Id1253,0.7932844758033752,0.7032775282859802,0.6486070211637747,
