,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
19,EN,Gemma,,1.4,Politician,Abraham A. Ribicoff has deathPlace United States. Abraham A. Ribicoff has birthPlace United States. United States has ethnicGroup African Americans. ,"['Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.', 'Abraham A.Ribicoff died in the United States. It was also his birthplace. African Americans are an ethnic group in the U.S.A.', 'Abraham A Ribicoff was born and died in the United States where African Americans are an ethnic group.']",Abraham A. Ribicoff died in the United States. Abraham A. Ribicoff was born in the United States. African Americans lived in the United States.,Id20,0.7481194138526917,0.580122729142507,0.6266635315372658,
20,EN,Gemma,,1.4,MusicalWork,"Bootleg Series Volume 1: The Quine Tapes has artist The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has producer The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has runtime 230.05. Bootleg Series Volume 1: The Quine Tapes has recordedIn United States. Bootleg Series Volume 1: The Quine Tapes has recordedIn St. Louis, Missouri. Bootleg Series Volume 1: The Quine Tapes has genre Rock music. Bootleg Series Volume 1: The Quine Tapes has recordLabel Polydor Records. ","['Music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes under the Polydor Records record label. The album was recorded in St. Louis, Missouri, USA and has a run time of 230:05.', 'Bootleg Series Volume 1: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in was St. Louis Missouri, United States. The Rock genre album was recorded through Polydor Records.', 'The Bootleg Series Volume I: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in St. Louis, Missouri, United States. The Rock music genre album was released by the record label Polydor Records.']","The Velvet Underground is the artist of Bootleg Series Volume 1: The Quine Tapes. The Velvet Underground is also the producer of Bootleg Series Volume 1: The Quine Tapes. Bootleg Series Volume 1: The Quine Tapes has a runtime of 230.05. It was recorded in the United States and St. Louis, Missouri. The genre is Rock music. Polydor Records released Bootleg Series Volume 1: The Quine Tapes.",Id21,0.7315641840298971,0.5640055735905966,0.5472351526656155,
21,EN,Gemma,,1.4,WrittenWork,The Fellowship of the Ring has publisher George Allen & Unwin. The Fellowship of the Ring has literaryGenre Fantasy (genre). ,"['The fellowship of the Ring belongs to the fantasy genre.George Allen & Unwin published it.', 'The Fellowship of the Ring was published in the Fantasy genre by George Allen & Unwin.', 'The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin.']","George Allen & Unwin published The Fellowship of the Ring, which is a Fantasy genre book.",Id22,0.792841633160909,0.6697242061297098,0.8325843288762437,
22,EN,Gemma,,1.4,Astronaut,Alan Shepard has deathPlace California. Alan Shepard has birthPlace New Hampshire. Alan Shepard has award Distinguished Service Medal (United States Navy). ,"['Distinguished Service Medal (US Navy) recipient Alan Shepard was born in New Hampshire but died in California.', 'Awarded the Distinguished Service Medal by The United States Navy, Alan Shepard, was born in New Hampshire, and died in California.', 'Alan Shepard, born in New Hampshire while having died in California, was awarded the Distinguished Service Medal by the United States Navy.']","Alan Shepard, who died in California, was born in New Hampshire and received the Distinguished Service Medal from the United States Navy.",Id23,0.8399891058603922,0.7384226123491923,0.8821770566962097,
23,EN,Gemma,,1.4,MusicalWork,Mermaid (Train song) has followedBy Imagine (John Lennon song). Mermaid (Train song) has producer Espionage (production team). Mermaid (Train song) has album California 37 (Train album). ,"['Imagine is a song that Train followed Mermaid with, which was a song produced by the production team Espionage, and was on their album California 37.', 'Train followed its song Mermaid, from its California 37 album, which was was produced by the production team Espionage, with a song titled Imagine.', ""From the production team Espionage, Train's song Mermaid (on the California 37 album) was followed by Train's performance of Imagine by John Lennon."", 'The Train song Mermaid, which belongs to the California 37 Train album and was produced by Espionage, is followed by the John Lennon song Imagine.', ""Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage.""]",Mermaid (Train song) followed by Imagine (John Lennon song). Mermaid (Train song) was produced by Espionage (production team) and appeared on the album California 37 (Train album).,Id24,0.6739228010177613,0.5023179173469543,0.7318693026324736,
24,EN,Gemma,,1.4,WrittenWork,The Fellowship of the Ring has publisher George Allen & Unwin. The Fellowship of the Ring has literaryGenre Fantasy (genre). The Fellowship of the Ring has followedBy The Two Towers. The Fellowship of the Ring has author J. R. R. Tolkien. The Fellowship of the Ring has releaseDate 1954-07-29. ,"['The Fellowship of the Ring was written by J.R.R. Tolkien and was released on July 29, 1954. The Fellowship of the Ring is considered fantasy and was published by George Allen & Unwin. The sequel to The Fellowship of the Ring was The Two Towers.', 'J.R.R. Tolkien is the author of The Fellowship of the Ring released on July 29, 1954. It is a fantasy book published by George Allen & Unwin. The novel was followed by The Two Towers.', 'The Fellowship of the Ring belongs to the fantasy genre. Its author is J.R.R. Tolkien. It was published on July 29, 1954 by George Allen & Unwin. It was followed by The Two Towers.']","George Allen & Unwin was the publisher of The Fellowship of the Ring.
The Fellowship of the Ring is a Fantasy (genre) literary work.
The Fellowship of the Ring was followed by The Two Towers.
J. R. R. Tolkien was the author of The Fellowship of the Ring.
The Fellowship of the Ring was released on 1954-07-29.",Id25,0.7683792511622111,0.5823412934939066,0.6607674162366388,
25,EN,Gemma,,1.4,Company,GMA New Media has location Philippines. GMA New Media has industry Entertainment. ,"['GMA New Media lies in the Philippines where applications are offered in the entertainment industry.', 'Located in the Philippines, GMA New Media is an entertainment industry.', 'GMA New Media is an entertainment company located in the Philippines.']",GMA New Media is based in the Philippines and operates in the entertainment industry.,Id26,0.803334097067515,0.6778083841005961,0.8617298164079099,
26,EN,Gemma,,1.4,Film,English Without Tears has cinematography Bernard Knowles. English Without Tears has writer Terence Rattigan. English Without Tears has runtime 89.0. ,"['English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.', 'English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.', 'Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.']","Cinematography is by Bernard Knowles, writer Terence Rattigan, and it has a runtime of 89.0.",Id27,0.6182100375493368,0.41323872407277423,0.602934523666203,
27,EN,Gemma,,1.4,Scientist,Lady Anne Monson has spouse George Monson. Lady Anne Monson has deathDate 1776-02-18. Lady Anne Monson has professionalField Botany. ,"['George Monson was married to Lady Anne Monson, a botanist, who died on February 18, 1776.', 'Lady Anne Monson, a professional botanist who was married to George Monson, died on February 18th, 1776.', 'Lady Anne Monson is the spouse of George Monson. Her professional field of study was botany, and she died on 18 February 1776.']","Lady Anne Monson was married to George Monson. She died on February 18, 1776, and was a botanist.",Id28,0.801854411760966,0.6325248082478842,0.8458751680992053,
28,EN,Gemma,,1.4,Politician,"Abdul Taib Mahmud has residence Demak Jaya, Jalan Bako, Kuching, Sarawak. Abdul Taib Mahmud has party Parti Pesaka Bumiputera Bersatu. ","['Abdul Taib Mahmud, member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.', 'Abdul Taib Mahmud, a member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.']","Abdul Taib Mahmud’s residence is Demak Jaya, Jalan Bako, Kuching, Sarawak. He is a member of the Parti Pesaka Bumiputera Bersatu party.",Id29,0.8921186327934265,0.8408220410346985,0.864013111300535,
29,EN,Gemma,,1.4,Artist,Liselotte Grschebina has birthPlace Karlsruhe. Liselotte Grschebina has nationality Israel. Liselotte Grschebina has training School of Applied Arts in Stuttgart. Karlsruhe has country Germany. Israel has language Modern Hebrew. ,"[""Liselotte Grschebina was an Israeli who attended the school of Applied Arts in Stuttgart. She was born in Karlsruhe, Germany. Israel's national language is Modern Hebrew."", 'Liselotte Grschebina is an Israeli national who did her studies at the School of Applied Arts in Stuttgart and was born in Karlsruhe, which is in Germany unlike Israel whose language is Modern Hebrew.', 'Liselotte Grschebina was born in Karlsruhe which is located in Germany, has Israeli nationality (the language in Israel is Modern Hebrew), and studied at the School of Applied Arts in Stuttgart.']",Liselotte Grschebina was born in Karlsruhe. Liselotte Grschebina is Israeli. Liselotte Grschebina trained at the School of Applied Arts in Stuttgart. Karlsruhe is in Germany. Israel speaks Modern Hebrew.,Id30,0.7854858040809631,0.6138406793276469,0.7273998025288656,
30,EN,Gemma,,1.4,Company,Chinabank has location Philippines. ,"[""Chinabank's location is the Philippines."", 'Chinabank is located in the Philippines.']",Chinabank has location Philippines.,Id31,0.7072229087352753,0.5744475424289703,0.7588219307807054,
31,EN,Gemma,,1.4,MusicalWork,Mermaid (Train song) has recordLabel Columbia Records. Mermaid (Train song) has runtime 3.16. Mermaid (Train song) has recordLabel Sony Music Entertainment. Mermaid (Train song) has writer Espen Lind. Mermaid (Train song) has genre Reggae. Mermaid (Train song) has writer Amund Bjørklund. ,"['The Train song Mermaid, which is an example of the reggae genre, was released under the record labels of Columbia Records and Sony Music Entertainment. It was written by Espen Lind and Amund Bjørklund and has a total runtime of 3 minutes and 16 seconds.', 'Amund Bjorklund and Espen Lind are writers of the 3.16 minute reggae song Mermaid by Train that was released under Sony Music Entertainment and Columbia Records.', 'The song Mermaid was written In the reggae music genre by Espen Lind and Amund Bjorklund The song was performed by Train and released by Columbia Records and Sony Music Entertainment records. It has a total runtime of three minutes and sixteen seconds.']",Mermaid by Train has a record label of Columbia Records and Sony Music Entertainment. It has a runtime of 3.16 and was written by Espen Lind and Amund Bjørklund. It is a Reggae genre song.,Id32,0.7669302423795065,0.5382576584815979,0.9120579196707823,
32,EN,Gemma,,1.4,Film,Its Great to Be Young (1956 film) has musicComposer Louis Levy. Its Great to Be Young (1956 film) has starring Cecil Parker. Its Great to Be Young (1956 film) has writer Ted Willis. ,"[""It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis."", ""“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker."", ""Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.""]","Its Great to Be Young (1956 film) has music by Louis Levy, starring Cecil Parker, and was written by Ted Willis.",Id33,0.7723718484242758,0.5835242668787638,0.8948527438529201,
33,EN,Gemma,,1.4,Artist,Aaron Turner has genre Post-metal. Aaron Turner has associatedBand/associatedMusicalArtist Lotus Eaters (band). Aaron Turner has origin Massachusetts. Aaron Turner has instrument Electric guitar. Aaron Turner has activeYearsStartYear 1995. ,"['Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.', 'Aaron Turner is a post-metal musician born in Massachusetts who plays electric guitar, started performing in 1995 and is in the Lotus Eaters band.', 'Aaron Turner is a post metal performer from Massachusetts who plays the electric guitar, started performing in 1995 and is in the Lotus Eaters band.']",Aaron Turner is a Post-metal musician from Massachusetts who plays electric guitar and is associated with the Band/MusicalArtist Lotus Eaters. He was active from 1995.,Id34,0.8045663436253866,0.5785170992215475,0.7270269584973985,
34,EN,Gemma,,1.4,Monument,"Adams County, Pennsylvania has hasToItsWest Franklin County, Pennsylvania. 11th Mississippi Infantry Monument has established 2000. 11th Mississippi Infantry Monument has location Adams County, Pennsylvania. Adams County, Pennsylvania has hasToItsSoutheast Carroll County, Maryland. 11th Mississippi Infantry Monument has category Contributing property. ","[""Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Carroll County, Maryland is to the southeast. A monument to the 11th Mississippi Infantry was erected in 2000 in Adams County and this monument is classed as a contributing property."", 'The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania which has Carroll County, Maryland to its southeast and Franklin County, Pennsylvania to its west. The 11th Mississippi Infantry Monument is in the category of contributing property.', 'The 11th Mississippi Infantry Monument, established in 2000, falls under the category of Contributing property and is located in Adams County, Pennsylvania, which has Carroll County, Maryland to the southeast and Franklin County, Pennsylvania to the east.']","Adams County, Pennsylvania is west of Franklin County, Pennsylvania. The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania. Adams County, Pennsylvania is southeast of Carroll County, Maryland. The 11th Mississippi Infantry Monument is a contributing property.",Id35,0.767062246799469,0.679456094900767,0.8421704400244792,
35,EN,Gemma,,1.4,MusicalWork,Nord (Year of No Light album) has genre Sludge metal. Nord (Year of No Light album) has producer Year of No Light. Nord (Year of No Light album) has genre Post-metal. Nord (Year of No Light album) has recordLabel Crucial Blast. Nord (Year of No Light album) has releaseDate 2006-09-06. ,"['The band Nord is a sludge metal band that releases post-metal. They have an album called the Year of No light that was released on June 9th 2006, and was under Crucial Blast Label.', 'Year of No Light self-produced their album Nord. The album was released under the label Crucial Blast on September 6th, 2006. Nord falls into the sludge metal and post-metal genres.']",Year of No Light album has genre Sludge metal. Year of No Light album has producer Year of No Light. Year of No Light album has genre Post-metal. Year of No Light album has recordLabel Crucial Blast. Year of No Light album has releaseDate 2006-09-06.,Id36,0.5904768705368042,0.3466911315917969,0.4462280864653663,
36,EN,Gemma,,1.4,City,Ciudad Ayala has populationMetro 1777539. Ciudad Ayala has leaderTitle City Manager. Ciudad Ayala has type City. Ciudad Ayala has populationDensity 1604.0. Ciudad Ayala has governmentType Council-manager government. Ciudad Ayala has utcOffset −6. ,"['Ciudad Ayala is a metropolitan city which has population of 1,777,539 with its population density of 1604.0 and it falls into UTC offset -6 time zone. One of the leaders of Ciudad Ayala is the City Manager which uses council-manager government.', 'The city Ciudad Ayala has population 1,777,539 making the density 1604.0. One of the leaders in the council-manager government is the City Manager. It is in UTC offset -6.', 'The city Ciudad Ayala has population 1777539 making the density 1604. It is a council-managed government led by a City Manager. It is in UTC offset -6.']","Ciudad Ayala has a population of 1,777,539, is led by a City Manager, is a City, has a population density of 1,604.0, uses a Council-manager government, and has an UTC offset of −6.",Id37,0.688791831334432,0.48254550496737164,0.7934358841693169,
37,EN,Gemma,,1.4,Film,Super Capers has starring Michael Rooker. Super Capers has starring Tom Sizemore. Super Capers has budget 2000000.0. Super Capers has writer Ray Griggs (director). Super Capers has director Ray Griggs (director). Super Capers has runtime 98.0. ,"['Super Capers is a 98 minute film with a $2000000.0 budget. It stars Tom Sizemore and Michael Rooker, and was written and directed by Ray Griggs.', 'Super Capers is a 98 minute movie starring Michael Rooker and Tom Sizemore. It was written and directed by Ray Griggs. It had a budget of $2,000,000.', 'The 98 minute film Super Capers had a budget of 2 million dollars. It was written and directed by Ray Griggs. It starred Tom Sizemore and also featured Michael Rooker.']",Michael Rooker stars in Super Capers. Tom Sizemore stars in Super Capers. Super Capers has a budget of 2000000. Super Capers was written and directed by Ray Griggs. Super Capers has a runtime of 98.,Id38,0.7450629472732544,0.5477153857549032,0.6001330056464514,
38,EN,Gemma,,1.4,Scientist,Darinka Dentcheva has influencedBy Andrzej Piotr Ruszczyński. ,"['Darinka Dentcheva developed a theory influenced by Andrzej Piotr Ruszczyński.', 'Darinka Dentcheva was influenced by Andrzej Piotr Ruszczyński.', 'Darinka Dentcheva was influenced by Andrzej Piotr Ruszczynski.']",Darinka Dentcheva has influenced Andrzej Piotr Ruszczyński.,Id39,0.9292094906171163,0.7198946674664816,0.8992966713230872,
