,index,Unnamed: 0,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
10,4229,4229,EN,Gemma,,0.8,Food,Mexico has currency Mexican peso. Mexico has demonym Mexicans. Bionico has course Dessert. Bionico has region Guadalajara. Bionico has ingredient Raisin. Dessert has dishVariation Cookie. Bionico has country Mexico. ,"['Mexico is inhabited by Mexican people and the currency is the peso. Bionico is a dessert containing raisins from the Mexican region of Guadalajara, which is served as a dessert course much like cookies.', 'Mexico has people called Mexicans and uses the Mexican peso as its currency. Bionico, served as a dessert, is from the Guadalajara region in Mexico and contains raisins. A cookie is a dessert as well.', 'Bionico is a type of dessert food, containing raisins, found in Guadalajara, Mexico. Mexico is inhabited by Mexicans, and the peso is its currency. Cookie is also a dessert.']","Mexico has currency Mexican peso.
Mexico has demonym Mexicans.
Bionico has course Dessert.
Bionico has region Guadalajara.
Bionico has ingredient Raisin.
Dessert has dishVariation Cookie.
Bionico has country Mexico.",Id672,0.5928338964780172,0.3544735014438629,0.5513610680844474,
11,4826,4826,EN,Gemma,,0.8,Artist,Liselotte Grschebina has birthPlace Karlsruhe. Liselotte Grschebina has birthDate 1908-05-02. Liselotte Grschebina has deathDate 1994-06-14. Liselotte Grschebina has deathPlace Israel. Liselotte Grschebina has nationality Israel. Liselotte Grschebina has birthPlace German Empire. ,"['Liselotte Grschebina was an Israeli born in the German Empire on May 2nd, 1908 in Karlsruhe and died in Israel on June 14, 1994.', 'Liselotte Grschebina, born in Karlsruhe in the German Empire on 1908-05-02, is of Israeli nationality. She died on the 14th of June, 1994 in Israel.', 'Liselotte Grschebina, born on May 2, 1908 in Karlsruhe in the German Empire, is an Israeli national. She died on June 14, 1994 in Israel.']",Liselotte Grschebina was born in Karlsruhe in 1908 and died in Israel in 1994. She was born in the German Empire and was an Israeli citizen.,Id1269,0.7876859903335571,0.5872399806976318,0.7958044703985525,
12,4273,4273,EN,Gemma,,0.8,City,Ciudad Ayala has governmentType Council-manager government. ,"['The government type in the city of Ciudad Ayala is council-manager.', 'Ciudad Ayala uses a type of government called council-manager government.', 'The government type of Ciudad Ayala is council-manager government.']",Ciudad Ayala has a council-manager government.,Id716,0.7920728325843811,0.5365758637587229,0.5906048381254864,
13,3814,3814,EN,Gemma,,0.8,CelestialBody,1147 Stavropolis has orbitalPeriod 1249.6. 1147 Stavropolis has apoapsis 418476000000.0. 1147 Stavropolis has discovered 1929-06-11. 1147 Stavropolis has rotationPeriod 20378.5. 1147 Stavropolis has periapsis 260855000000.0. ,"['1147 Stavropolis discovered on June 11, 1929 with rotation period of 20378.5 has a periapsis of 260855000000.0 and apoapsis of 418476000000.0. The orbital period of the asteroid is 1249.6 days.', '1147 Stavropolis is an asteroid, discovered on June 1929. It has a rotation period of 20378.5. Its periapsis is 260855000000.0, the apoapsis of the asteroid is 418476000000 AU and the orbital period is 1249.6.', 'The asteroid 1147 Stavropolis discovered on the 11th of June 1929 with a rotation period of 20378.5 has a periapsis of 260855000000 and apoapsis of 418476000000.0. The orbital period of this asteroid is 1249.6 days.']","Stavropolis has an orbital period of 1249.6, an apoapsis of 418476000000.0, was discovered on 1929-06-11, a rotation period of 20378.5, and a periapsis of 260855000000.0.",Id257,0.8011781771977743,0.5842027266820272,0.775275825009393,
14,4833,4833,EN,Gemma,,0.8,Film,Super Capers has starring Michael Rooker. Super Capers has starring Tom Sizemore. Super Capers has language English language. Super Capers has runtime 98.0. ,"['Tom Sizemore stars in Super Capers alongside Michael Rooker who also appears in the movie. Super Capers is a film spoken in English that runs for 98 minutes.', 'Super Capers is a 98-minute English-language film starring Michael Rooker and Tom Sizemore.', 'Super Capers is an English-language movie starring Michael Rooker and Tom Sizemore. Its duration is 98 minutes.']",Michael Rooker stars in Super Capers. Tom Sizemore stars in Super Capers. Super Capers is in English. Super Capers has a runtime of 98 minutes.,Id1276,0.689922014872233,0.5033272206783295,0.6485044163117412,
15,5026,5026,EN,Gemma,,0.8,City,Ciudad Ayala has utcOffset −6. Ciudad Ayala has timeZone Pacific Daylight Time. Ciudad Ayala has timeZone Pacific Standard Time Zone. ,"['Ciudad Ayala is in the UTC offset -6 time zone. The Pacific Standard Time Zone, along with Pacific Daylight Time, is the timezone of Ciudad Ayala.', 'The UTC offset of Ciudad Ayala is -6, its time zone is Pacific Daylight Time and the Pacific Standard Time Zone.', 'Ciudad Ayala with a UTC offset of -6 is located in the Pacific Daylight time zone while in the Pacific Standard Time Zone.']",Ciudad Ayala has utcOffset −6. It is in Pacific Daylight Time and Pacific Standard Time Zone.,Id1469,0.7686956922213236,0.5032710830370585,0.6747911063977583,
16,5047,5047,EN,Gemma,,0.8,Film,Max Benedict has activeYearsStartYear 1947-01-01. ,"['Max Benedict began his career in 1947.', 'Max Benedict started his professional activities from the year 1947.', 'Max Benedict has been active professionally since 1947.']",Max Benedict has active years from 1947 to 1947.,Id1490,0.6857152382532755,0.4000237782796224,0.6705583540557285,
17,5314,5314,EN,Gemma,,0.8,Scientist,University of Cambridge has type Research university. ,['The University of Cambridge is a research university.'],University of Cambridge is a research university.,Id1757,0.9352068901062012,0.933791160583496,0.9216104472977248,
18,5077,5077,EN,Gemma,,0.8,Scientist,Brandon Carter has professionalField General relativity. Brandon Carter has doctoralAdvisor Dennis William Sciama. Brandon Carter has birthDate 1942-01-01. ,"['Physicist Brandon Carter, born January 1st, 1942, is a professional in the field of General Relativity. His doctoral advisor was Dennis William Sciama.', 'Brandon Carter, a professional in the field of general relativity who learned from Dennis William Sciama, was born on January 1st, 1942.', ""Brandon Carter (born on January 1st 1942) was advised by Dennis William Sciama for his doctorate in General Relativity, Carter's professional field.""]","Brandon Carter, a general relativity professional, was advised by Dennis William Sciama and born on 1942-01-01.",Id1520,0.7072855631510416,0.4970384935537974,0.6942230080686004,
19,5218,5218,EN,Gemma,,0.8,Astronaut,Nie Haisheng has birthPlace Hubei. Nie Haisheng has mission Shenzhou 6. Nie Haisheng has mission Shenzhou 10. Nie Haisheng has occupation Fighter pilot. ,"['Nie Haisheng (born in Hubei) was part of the Shenzhou 10 mission as a fighter pilot and also took part in Shenzhou 6 mission.', 'Born in Hubei, Nie Haisheng was part of both the Shenzhou 6 and Shenzhou 10 missions. His main occupation was fighter pilot.', 'Nie Haisheng is a fighter pilot who was born in Hubei Province, was a crew member on Shenzhou 6 and took part in the Shenzhou 10 mission.']","Nie Haisheng, a fighter pilot, was born in Hubei and participated in missions for Shenzhou 6 and Shenzhou 10.",Id1661,0.8049316803614298,0.5345611572265625,0.7040078993858452,
20,444,444,EN,Gemma,,1.4,Artist,Andrew Rayel has genre Trance music. Andrew Rayel has associatedBand/associatedMusicalArtist Christian Burns. ,"['Andrew Rayel, who is associated with Christian Burns, has performed in the genre of trance music.', 'Andrew Rayel, whose musical genre is trance music, is associated with Christian Burns.', 'Andrew Rayel, the Trance musician, is an associate of Christian Burns.']","Andrew Rayel, a trance musician, is associated with Christian Burns.",Id445,0.8699722488721212,0.6582426230112711,0.9411247378266372,
21,670,670,EN,Gemma,,1.4,Airport,Bedford Aerodrome has cityServed Bedford Autodrome. Thurleigh has country United Kingdom. Bedford Aerodrome has location Thurleigh. Thurleigh has postalCode MK44. ,"['The Bedford Aerodrome is located in Thurleigh, postal code MK44, United Kingdom. The place served by the Bedford Aerodrome is the Bedford Autodrome.', 'The Bedford Aerodrome is located in Thurleigh (which has the postal code MK44), in the United Kingdom. The Bedford Aerodrome serves the Bedford Autodrome.']",Bedford Aerodrome serves Bedford Autodrome. Thurleigh is in the United Kingdom. Bedford Aerodrome is located in Thurleigh. Thurleigh has postcode MK44.,Id671,0.7671563923358917,0.6763451397418976,0.8350381205667604,
22,641,641,EN,Gemma,,1.4,Film,Its Great to Be Young (1956 film) has starring John Mills. John Mills has birthPlace North Elmham. ,"[""It's Great to Be Young (1956) stars John Mills, who was born in North Elmham."", ""It's Great to Be Young stars John Mills from North Elmham."", ""A native of North Elmham, John Mills starred as the leading role in the 1956 movie, It's Great to Be Young.""]","Its Great to Be Young (1956 film) has starring John Mills, who was born in North Elmham.",Id642,0.6920738418896993,0.6140155792236328,0.8680739717644486,
23,626,626,EN,Gemma,,1.4,University,University of Burgundy has staff 2900. ,"['The number of staff members at the University of Burgundy is 2900.', 'The University of Burgundy employs 2900 staff members.', 'The University of Burgundy has 2900 staff members.']",The University of Burgundy has 2900 staff.,Id627,0.8989432454109192,0.6608448525269827,0.8110118063368851,
24,1690,1690,EN,Gemma,,1.4,MusicalWork,Bootleg Series Volume 1: The Quine Tapes has genre Rock music. Bootleg Series Volume 1: The Quine Tapes has precededBy Squeeze (The Velvet Underground album). Bootleg Series Volume 1: The Quine Tapes has recordLabel Polydor Records. Bootleg Series Volume 1: The Quine Tapes has recordedIn San Francisco. ,"['The Velvet Underground Squeeze album was succeeded by the rock album Bootleg Series Volume 1: The Quine Tapes, recorded under record label Polydor Records in San Francisco.', 'The Bootleg Series Volume I: The Quine Tapes is a rock album recorded in San Francisco and released under the label Polydor Records. It was preceded by the album Squeeze.']",Rock music has precededBy Squeeze (The Velvet Underground album) and was recordedIn San Francisco by Polydor Records.,Id1691,0.62874436378479,0.3831774443387985,0.5062219066607274,
25,88,88,EN,Gemma,,1.4,MusicalWork,Bootleg Series Volume 1: The Quine Tapes has artist The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has producer The Velvet Underground. Bootleg Series Volume 1: The Quine Tapes has runtime 230.05. Bootleg Series Volume 1: The Quine Tapes has recordedIn United States. Bootleg Series Volume 1: The Quine Tapes has genre Rock music. ,"['The Bootleg Series Volume I: The Quine Tapes, a rock music genre,with runtime of 230:05 was produced and released by Velvet Underground. It was recorded in the United States.', 'The Bootleg Series Volume I: The Quine Tapes, produced and created by The Velvet Underground with run time of 230.05 minutes was recorded in the United States. It belongs to rock genre.', 'The album Bootleg Series Volume 1: The Quine Tapes by The Velvet Underground in the Rock music genre, was produced by The Velvet Underground and recorded in the United States. It lasts 230.05 minutes.']",The Velvet Underground is the artist of Bootleg Series Volume 1: The Quine Tapes. The Velvet Underground is the producer of Bootleg Series Volume 1: The Quine Tapes. Bootleg Series Volume 1: The Quine Tapes has a runtime of 230.05. Bootleg Series Volume 1: The Quine Tapes was recorded in the United States. Bootleg Series Volume 1: The Quine Tapes is a Rock music album.,Id89,0.7036532560984293,0.5353942314783732,0.4714962454161779,
26,1363,1363,EN,Gemma,,1.4,Building,Alan B. Miller Hall has architect Robert A. M. Stern. Alan B. Miller Hall has currentTenants Mason School of Business. Alan B. Miller Hall has owner College of William & Mary. ,"['Alan B. Miller Hall (designed by Robert A.M. Stern) is owned by The College of William and Mary and the current tenants are the Mason School of business.', 'Alan B. Miller Hall was architected by Robert A.M. Stern and is owned by The College of William Mary and home to The Mason School of Business.', 'Alan B. Miller Hall owned by The College of William and Mary is built by Robert A M Stern, Mason School of Business is the current tenant.']",Robert A. M. Stern designed Alan B. Miller Hall. Alan B. Miller Hall houses Mason School of Business. Alan B. Miller Hall is owned by the College of William & Mary.,Id1364,0.801545520623525,0.5742975473403931,0.6719293583214796,
27,209,209,EN,Gemma,,1.4,Artist,Liselotte Grschebina has birthPlace Karlsruhe. Liselotte Grschebina has birthDate 1908-05-02. Liselotte Grschebina has deathDate 1994-06-14. Liselotte Grschebina has deathPlace Israel. Liselotte Grschebina has birthPlace German Empire. ,"['Liselotte Grschebina was born in Karlsruhe within the German Empire on May 2, 1908 and died on June 14, 1994 in Israel.', 'Liselotte Grschebina was born on May 2, 1908 in the German Empire in Karlsruhe and died on June 14, 1994 in Israel.', 'Liselotte Grschebina died on June 14, 1994 in Israel. Grschebina was born in the German Empire in Karlsruhe on May 2, 1908.']",Liselotte Grschebina was born in Karlsruhe in 1908. She died in Israel in 1994. She was born in the German Empire.,Id210,0.8125120401382446,0.6065130233764648,0.7805904926467462,
28,266,266,EN,Gemma,,1.4,Company,GMA New Media has industry Mass Media. GMA New Media has location GMA Network Center. ,"['GMA New Media is a company in the mass media industry whose headquarters are located in the GMA Network Center.', 'Inside GMA Network Center lies the mass media industry GMA New Media.', 'GMA New Media is a mass media company in the GMA Network Center.']",GMA New Media is in the industry of Mass Media and is located at GMA Network Center.,Id267,0.7845171292622884,0.5429064830144247,0.7889698876964452,
29,155,155,EN,Gemma,,1.4,Scientist,Nurhan Atasoy has residence Istanbul. Turkey has governmentType Unitary state. Nurhan Atasoy has residence Turkey. ,"['Nurhan Atasoy resides in the unitary state of Turkey, specifically in Istanbul.', 'Nurhan Atasoy resides in Istanbul which is in Turkey whose type of government is s unitary state.', 'Nurhan Atasoy resides in Istanbul, Turkey. Turkey has a unitary form of government.']","Nurhan Atasoy lives in Istanbul, Turkey.",Id156,0.778982957204183,0.3757249712944031,0.3414640065839976,
