,index,Unnamed: 0,Language,Model,BeamSearch,Temperature,Category,Input String,Original,Generated,TextID,BERTScore F1,chrF++,Sentence BLEU,Corpus BLEU
11,3348,3348,EN,Phi4,,0.8,ComicsCharacter,BBC has city Broadcasting House. Bananaman has starring Bill Oddie. Bananaman has broadcastedBy BBC. ,"['Bill Oddie stars in a BBC programme called Bananaman. the BBC are based at Broadcasting House in London.', 'Bill Oddie starred in Bananaman which was broadcast by the BBC who are based in the Broadcasting House, London.', 'Bananaman the TV series starred by Bill Oddie was shown on the BBC and the BBC headquarters is called Broadcasting House.']","BBC has city Broadcasting House and Bananaman, which stars Bill Oddie, has been broadcasted by BBC.",Id1570,0.6613486607869467,0.4115136166413625,0.7424787031724417,
12,2998,2998,EN,Phi4,,0.8,SportsTeam,Agremiação Sportiva Arapiraquense has league Campeonato Brasileiro Série C. Agremiação Sportiva Arapiraquense has season 2015 Campeonato Brasileiro Série C. Agremiação Sportiva Arapiraquense has numberOfMembers 17000. ,"['Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league, they were in Campeonato Brasileiro Serie C in 2015 and has 17000 members.', 'Agremiação Sportiva Arapiraquense has 17000 members, plays in the Campeonato Brasileiro Série C league and competed in the 2015 Campeonato Brasileiro Série C.', 'Agremiação Sportiva Arapiraquense have 17000 members, play in the Campeonato Brasileiro Série C league and competed there in 2015.']","Arapiraquense is an athletic association that participated in the 2015 season of the Brazilian Championship Series C. The association has approximately 17,000 members.",Id1220,0.6564082702000936,0.2977203627427419,0.4358234460407685,
13,2492,2492,EN,Phi4,,0.8,Food,Bionico has country Mexico. Bionico has dishVariation Cottage cheese. ,"['Bionico, a food found in Mexico, can be varied by using cottage cheese.', 'Bionico, a food found in Mexico, can be varied using cottage cheese.', 'Bionico can be varied by using cottage cheese found in Mexico.']",Bionico originates from Mexico and offers a dish variation called Cottage cheese.,Id714,0.7046741843223572,0.3633958498636881,0.4536350368782768,
14,2734,2734,EN,Phi4,,0.8,Scientist,Lady Anne Monson has birthPlace Darlington. Lady Anne Monson has birthDate 1726-01-01. Lady Anne Monson has nationality Kingdom of England. ,"['Born in Darlington on January 1st, 1726, Lady Anne Monson lived in the Kingdom of England holding British nationality.', 'Lady Anne Monson was born in Darlington, in the Kingdom of England on 1/1/1726.', 'Lady Anne Monson (born in Darlington) on January 1, 1726 is English.']","Lady Anne Monson was born in Darlington. She was born on January 1, 1726. Her nationality is Kingdom of England.",Id956,0.7609845201174418,0.6319919029871622,0.7649481156332483,
15,3392,3392,EN,Phi4,,0.8,MusicalWork,Squeeze (The Velvet Underground album) has producer The Velvet Underground. ,"['Squeeze is an album produced by the Velvet Underground.', 'The album Squeeze is produced by the Velvet Underground.']",The Velvet Underground album Squeeze was produced by The Velvet Underground.,Id1614,0.8376166224479675,0.6671576499938965,0.660914800328961,
16,3203,3203,EN,Phi4,,0.8,Scientist,Darinka Dentcheva has almaMater Humboldt University. ,"[""Humboldt University is Darinka Dentcheva's alma mater."", 'Humboldt University is the alma mater of Darinka Dentcheva.', ""Darinka Dentcheva's alma mater is Humboldt University.""]",Darinka Dentcheva attended Humboldt University. ,Id1425,0.766166627407074,0.5968165795008341,0.7101681316113225,
17,2139,2139,EN,Phi4,,0.8,Film,"Death on a Factory Farm has musicComposer Jamie Lawrence. Jamie Lawrence has club Ashford Town (Middlesex) F.C.. Death on a Factory Farm has broadcastedBy HBO. HBO has timeshiftChannel HBO East, HBO West. ","['‘Death on a Factory Farm’ introduces music written by Jamie Lawrence, who also played for Ashford Town, F.C. The movie was broadcast on HBO. HBO East and HBO west are the channel’s unique timeshift services.', 'Jamie Lawrence composed the music for the film Death on a Factory Farm, which was broadcast by HBO (the timeshift channel of which is split into HBO East and HBO West). Jamie Lawrence also played football with Ashford Town (Middlesex) F.C.', '""Death on a Factory Farm"", which is broadcast on HBO, had its music composed by Jamie Lawrence, who also played on the Ashford Town (Middlesex) F.C. team. HBO has timeshift channels called HBO West and HBO East.']",Death on a Factory Farm is a music composition by Jamie Lawrence. Jamie Lawrence is the coach of Ashford Town (Middlesex) F.C. The documentary Death on a Factory Farm was broadcasted by HBO. HBO has additional channels such as HBO East and HBO West.,Id361,0.730938712755839,0.5278408527374268,0.7425764365585305,
18,3240,3240,EN,Phi4,,0.8,University,University of Burgundy has numberOfPostgraduateStudents 9400. University of Burgundy has country France. ,"['There are 9400 postgraduate students attending the University of Burgundy in France.', 'The University of Burgundy in France has 9400 postgraduate students.', 'The University of Burgundy in France has 9400 post-graduate students.']",The University of Burgundy in France has a total of 9400 postgraduate students.,Id1462,0.90187797943751,0.8210876186688741,0.8194465168930084,
19,3003,3003,EN,Phi4,,0.8,Film,English Without Tears has writer Anatole de Grunwald. English Without Tears has runtime 89.0. ,"['""English Without Tears"", which was written by Anatole de Grunwald, has a running time of 89 minutes.', 'Anatole de Grunwald wrote the film English without Tears which has a running time of 89 minutes.', 'Written by Anatole de Grunwald, the film English Without Tears is 89 minutes in duration.']","English Without Tears is a work written by Anatole de Grunwald, and it has a runtime of 89.0.",Id1225,0.7422563036282858,0.5589796106020609,0.7893412871016969,
20,4801,4801,EN,Phi4,,1.4,Film,Super Capers has editing Stacy Katzman. Super Capers has starring Michael Rooker. Super Capers has starring Tom Sizemore. ,"['Both Michael Rooker and Tom Sizemore starred in Super Capers which was edited by Stacy Katzman.', 'The film Super Capers starred Tom Sizemore and Michael Rooker and was edited by Stacy Katzman.', 'Stacy Katzman edited Super Capers starring Michael Rooker and Tom Sizemore.']","Super Capers, edited by Stacy Katzman, stars Michael Rooker and Tom Sizemore.",Id1244,0.8408220807711283,0.7017577091852824,0.9084419920185526,
21,5126,5126,EN,Phi4,,1.4,MusicalWork,Expect a Miracle has runtime 54.56. Expect a Miracle has genre Instrumental music. Expect a Miracle has genre Easy listening. ,"['Expect a Miracle in the instrumental music genre, an easy listening album lasts 54.56 minutes.', 'Expect a Miracle, instrumental music of the easy listening genre, has a runtime of 54.56.', 'Expect a miracle is of the easy listening genre of instrumental music genre which has a run time of 54:56.']",Expect a Miracle runs for 54 minutes and 33 seconds. It is categorized under musical works focused on instruments and it can also be considered easy listening. It embraces genres such as instrumental music and easy listening.,Id1569,0.6018876234690348,0.4086292286713918,0.3491294692656326,
22,4900,4900,EN,Phi4,,1.4,Scientist,Olga Bondareva has birthDate 1937-04-27. ,"['Olga Bondareva was born on April 27, 1937.', ""Olga Bondareva's date of birth is April 27, 1937.""]","Olga Bondareva was born on April 27, 1937.",Id1343,0.8903287053108215,0.7780764102935791,1.0,
23,3847,3847,EN,Phi4,,1.4,Scientist,Darinka Dentcheva has knownFor Stochastic programming. Darinka Dentcheva has almaMater Humboldt University. Darinka Dentcheva has residence New Jersey. ,"['Darinka Dentcheva is known for her work with stochastic programming where she has a residence in the state of New Jersey and her alma mater is Humboldt University.', 'Darinka Dentcheva, a graduate of Humboldt University, is known for her work with stochastic programming and currently resides in New Jersey.', 'Humboldt University is the alma mater of Darinka Dentcheva who resides in New Jersey and is known for Stochastic programming.']",Darinka Dentcheva is an expert in stochastic programming. She holds a degree from the Humboldt University. She resides in New Jersey.,Id290,0.7797627647717794,0.5441428025563558,0.7191997601163955,
24,5012,5012,EN,Phi4,,1.4,WrittenWork,The Fellowship of the Ring has followedBy The Two Towers. The Hobbit has literaryGenre Juvenile fantasy. The Hobbit has literaryGenre High fantasy. The Fellowship of the Ring has author J. R. R. Tolkien. The Fellowship of the Ring has precededBy The Hobbit. ,"[""The Fellowship of the Ring was written by J.R.R Tolkien. The Two Towers is the sequel to it. It was preceded by the Hobbit. The Hobbit's genre is juvenile fantasy and literary genre is high fantasy."", 'The Hobbit, which came before The Fellowship of the Ring, falls into the genres of high fantasy and juvenile fantasy. The Fellowship of the Ring, which was followed by The Two Towers, was written by J.R.R. Tolkien.', ""The author of The Fellowship of the Ring is J.R.R. Tolkien. It was followed by The Two Towers. The Hobbit came before this book. The Hobbit's genre is high fantasy and is classified in the juvenile fantasy genre of literature.""]",The Two Towers has followed by The Fellowship of the Ring. The Hobbit has literary genres Juvenile fantasy and High fantasy. The Fellowship of the Ring was written by J. R. R. Tolkien and precedes Other works.,Id1455,0.7791154185930887,0.5926042596499125,0.8380473558433816,
25,5225,5225,EN,Phi4,,1.4,Scientist,Nurhan Atasoy has residence Istanbul. Turkey has language Turkish language. Nurhan Atasoy has residence Turkey. ,"['Nurhan Atasoy resides in Istanbul in Turkey where the primary language is Turkish.', 'Nurhan Atasoy lives in Istanbul, Turkey, where the official language is Turkish.', 'Formerly a resident of Istanbul, Nurhan Atasoy speaks the Turkish language and currently resides in Turkey.']","Nurhan Atasoy resides in Istanbul, Turkey, where the official language is Turkish. Turk language. Nurhan Atasoy resides in Turkey. Turkish language Turkey. Turkish, and Nurhan Atasoy residence: Istanbul/Turkey/Turkish.",Id1668,0.7407580812772115,0.5824191768964132,0.4657683130726067,
26,4160,4160,EN,Phi4,,1.4,University,University of Burgundy has numberOfUndergraduateStudents 16800. University of Burgundy has staff 2900. University of Burgundy has campus Dijon. ,"['In Dijon, 2900 University of Burgundy staff members service 16,800 undergraduate students.', 'The University of Burgundy, located in Dijon, has 16800 undergraduate students and 2900 staff members.', 'The University of Burgundy campus, located in Dijon, has 16,800 undergraduate students and 2900 staff members.']","The University of Burgundy has 16,800 undergraduate students. It has 2,900 staff members. The campus is located in Dijon.",Id603,0.8039308389027914,0.7264386812845866,0.8158992006933505,
27,4115,4115,EN,Phi4,,1.4,MeanOfTransportation,ALCO RS-3 has buildDate May 1950 - August 1956. ALCO RS-3 has engine V12 engine. ALCO RS-3 has cylinderCount 12. ALCO RS-3 has length 17068.8 (millimetres). ,"['The ALCO RS-3, which was produced between May 1950 and August 1956, has a V12 engine, a cylinder count of 12 and measures 17068.8 (millimetres) in length.', 'The ALCO RS-3 was produced between May 1950 and August 1956 and has a length of 17068.8 millimetres. It has a cylinder count of 12 and a V12 engine.', 'The ALCO RS-3 is 17068.8 millimetres in length and was produced between May 1950 and August 1956. The ALCO RS-3 has 12 cylinders and a V12 engine.']","The ALCO RS-3 was built between May and August of the year 1950 and the construction continued until August 1956. It features a V12 engine and has 12 cylinders. The length of the ALCO RS-3 is 17,068.8 millimetres.",Id558,0.7931431531906128,0.5785568952560425,0.6826837428712706,
28,3984,3984,EN,Phi4,,1.4,Athlete,"Piotr Hallmann has birthPlace Gdynia, Poland. Piotr Hallmann has weight 70.308. Gdynia, Poland has timeZone Central European Time. ","['Piotr Hallmann who weighs 70.308 kg was born in Gdynia, Poland which has the Central European timezone.', 'The 70.308 kg Piotr Hallmann was born in Gdynia, Poland which is on Central European Time.', 'Piotr Hallmann weighs 70.308kg and was born in Gdynia, Poland, which is in the Central European timezone.']","Piotr Hallmann was born in Gdynia, Poland, where Gdynia is located in the Central European Time Zone, and his height is 70.308.",Id427,0.8220219413439432,0.655423899491628,0.7086716896549169,
29,4523,4523,EN,Phi4,,1.4,Scientist,Turkey has longName Republic of Turkey. Nurhan Atasoy has nationality Turkish people. Nurhan Atasoy has citizenship Turkey. Turkey has language Turkish language. ,"['Nurhan Atasoy is a Turkish national (full name ""Republic of Turkey"") with Turkish citizenship. The primary language spoken in Turkey is Turkish.', 'Nurhan Atasoy, whose nationality is Turkish, is a citizen of Turkey. Turkey’s long name is “The Republic of Turkey” and the language spoken is Turkish.', 'Nurhan Atasoy is a citizen of the Republic of Turkey. Turkish is the primary language of that country.']","Turkey has longName Republic of Turkey and is populated by Turkish people, including individuals like Nurhan Atasoy who is a citizen of Turkey. The country, officially known as the Republic of Turkey, primarily speaks Turkish.",Id966,0.7112898627916971,0.4783487419287364,0.5581849332185247,
